카테고리,대전광역시 유성구,대전광역시 유성구 진잠동,대전광역시 유성구 온천1동,대전광역시 유성구 온천2동,대전광역시 유성구 노은1동,대전광역시 유성구 노은2동,대전광역시 유성구 노은3동,대전광역시 유성구 신성동,대전광역시 유성구 전민동,대전광역시 유성구 구즉동,대전광역시 유성구 관평동,대전광역시 유성구 원신흥동,대전광역시 유성구 학하동,대전광역시 유성구 상대동
2021년03월_계_50~59세,"53,950","6,195","5,481","5,870","3,238","4,038","5,258","3,496","4,464","4,707","4,463","6,740",,
2021년03월_계_60~69세,"34,617","4,445","4,130","4,570","1,858","2,213","3,509","1,999","2,499","2,576","2,134","4,684",,
2021년03월_계_70~79세,"13,504","1,893","1,767","1,689",870,"1,111","1,349",647,737,"1,169",656,"1,616",,
2021년03월_계_80~89세,"6,461",941,802,775,418,539,532,387,469,659,289,650,,
2021년03월_계_90~99세,"1,107",137,135,128,74,88,95,61,108,101,51,129,,
2021년03월_계_100세 이상,32,10,9,0,1,0,4,0,1,4,0,3,,
2021년03월_남_총인구수,"176,765","17,736","18,033","20,835","10,981","12,185","18,483","13,617","13,860","14,252","14,796","21,987",,
2021년03월_남_연령구간인구수,"176,765","17,736","18,033","20,835","10,981","12,185","18,483","13,617","13,860","14,252","14,796","21,987",,
2021년03월_남_0~9세,"17,622","1,630",792,"1,724","1,177","1,240","2,490","1,538","1,354","1,271","1,644","2,762",,
2021년03월_남_10~19세,"19,598","1,795",765,"1,656","1,549","1,770","2,340","1,507","1,619","1,581","2,353","2,663",,
2021년03월_남_20~29세,"28,214","2,399","4,242","4,941","1,490","1,600","1,988","2,274","2,385","2,359","1,982","2,554",,
2021년03월_남_30~39세,"28,931","2,270","3,912","3,470","1,575","1,541","2,953","2,867","2,422","2,211","2,066","3,644",,
2021년03월_남_40~49세,"29,655","3,055","2,351","2,809","2,067","2,222","3,604","2,135","2,061","2,395","2,811","4,145",,
2021년03월_남_50~59세,"26,847","3,095","2,707","2,818","1,664","2,029","2,563","1,805","2,186","2,455","2,426","3,099",,
2021년03월_남_60~69세,"17,225","2,246","2,143","2,281",891,"1,079","1,683","1,045","1,320","1,296","1,107","2,134",,
2021년03월_남_70~79세,"6,285",901,794,825,398,488,654,323,354,466,325,757,,
2021년03월_남_80~89세,"2,139",315,286,276,154,198,190,111,128,196,71,214,,
2021년03월_남_90~99세,243,26,40,35,15,18,18,12,31,22,11,15,,
2021년03월_남_100세 이상,6,4,1,0,1,0,0,0,0,0,0,0,,
2021년03월_여_총인구수,"173,371","17,168","16,887","19,239","11,109","12,600","19,167","12,383","13,149","13,554","14,146","23,969",,
2021년03월_여_연령구간인구수,"173,371","17,168","16,887","19,239","11,109","12,600","19,167","12,383","13,149","13,554","14,146","23,969",,
2021년03월_여_0~9세,"16,639","1,590",750,"1,723","1,066","1,152","2,443","1,376","1,194","1,203","1,520","2,622",,
2021년03월_여_10~19세,"18,333","1,549",734,"1,568","1,470","1,670","2,235","1,430","1,550","1,475","2,169","2,483",,
2021년03월_여_20~29세,"24,374","1,995","4,121","3,508","1,376","1,533","1,800","1,863","1,945","1,879","1,731","2,623",,
2021년03월_여_30~39세,"26,542","2,136","2,885","2,885","1,599","1,575","3,252","2,316","1,960","1,870","1,968","4,096",,
2021년03월_여_40~49세,"30,557","2,864","2,044","2,758","2,262","2,493","3,798","2,104","2,241","2,346","3,105","4,542",,
2021년03월_여_50~59세,"27,103","3,100","2,774","3,052","1,574","2,009","2,695","1,691","2,278","2,252","2,037","3,641",,
2021년03월_여_60~69세,"17,392","2,199","1,987","2,289",967,"1,134","1,826",954,"1,179","1,280","1,027","2,550",,
2021년03월_여_70~79세,"7,219",992,973,864,472,623,695,324,383,703,331,859,,
2021년03월_여_80~89세,"4,322",626,516,499,264,341,342,276,341,463,218,436,,
2021년03월_여_90~99세,864,111,95,93,59,70,77,49,77,79,40,114,,
2021년03월_여_100세 이상,26,6,8,0,0,0,4,0,1,4,0,3,,
2021년04월_계_총인구수,"350,017","34,770","34,906","40,101","22,098","24,752","37,658","26,035","27,086","27,819","28,917","45,875",,
2021년04월_계_연령구간인구수,"350,017","34,770","34,906","40,101","22,098","24,752","37,658","26,035","27,086","27,819","28,917","45,875",,
2021년04월_계_0~9세,"34,125","3,199","1,537","3,456","2,226","2,375","4,912","2,930","2,545","2,464","3,139","5,342",,
2021년04월_계_10~19세,"37,875","3,341","1,492","3,222","3,012","3,441","4,577","2,908","3,169","3,048","4,500","5,165",,
2021년04월_계_20~29세,"52,506","4,359","8,332","8,433","2,866","3,115","3,793","4,134","4,362","4,250","3,734","5,128",,
2021년04월_계_30~39세,"55,391","4,398","6,797","6,353","3,183","3,108","6,142","5,221","4,404","4,065","4,014","7,706",,
2021년04월_계_40~49세,"60,183","5,897","4,391","5,575","4,320","4,717","7,422","4,246","4,295","4,732","5,897","8,691",,
2021년04월_계_50~59세,"53,978","6,171","5,460","5,865","3,261","4,036","5,268","3,495","4,478","4,728","4,492","6,724",,
2021년04월_계_60~69세,"34,803","4,450","4,171","4,595","1,865","2,214","3,544","2,004","2,509","2,591","2,143","4,717",,
2021년04월_계_70~79세,"13,523","1,884","1,775","1,696",869,"1,114","1,358",653,740,"1,173",651,"1,610",,
2021년04월_계_80~89세,"6,504",937,807,777,422,543,543,386,473,659,295,662,,
2021년04월_계_90~99세,"1,103",130,135,129,73,89,95,58,110,105,52,127,,
2021년04월_계_100세 이상,26,4,9,0,1,0,4,0,1,4,0,3,,
2021년04월_남_총인구수,"176,715","17,669","18,023","20,838","10,969","12,183","18,484","13,643","13,920","14,245","14,782","21,959",,
2021년04월_남_연령구간인구수,"176,715","17,669","18,023","20,838","10,969","12,183","18,484","13,643","13,920","14,245","14,782","21,959",,
2021년04월_남_0~9세,"17,568","1,620",795,"1,724","1,172","1,237","2,479","1,546","1,359","1,257","1,627","2,752",,
2021년04월_남_10~19세,"19,561","1,789",755,"1,659","1,544","1,769","2,335","1,486","1,618","1,580","2,355","2,671",,
2021년04월_남_20~29세,"28,149","2,367","4,234","4,918","1,482","1,600","1,986","2,274","2,409","2,359","1,985","2,535",,
2021년04월_남_30~39세,"28,916","2,274","3,907","3,473","1,574","1,537","2,933","2,896","2,439","2,200","2,058","3,625",,
2021년04월_남_40~49세,"29,603","3,035","2,344","2,816","2,058","2,221","3,604","2,143","2,065","2,390","2,792","4,135",,
2021년04월_남_50~59세,"26,916","3,102","2,701","2,816","1,678","2,035","2,577","1,802","2,189","2,475","2,441","3,100",,
2021년04월_남_60~69세,"17,304","2,243","2,162","2,300",892,"1,078","1,694","1,049","1,319","1,297","1,115","2,155",,
2021년04월_남_70~79세,"6,291",898,797,824,401,489,660,323,360,467,324,748,,
2021년04월_남_80~89세,"2,163",316,286,274,154,199,197,112,131,197,74,223,,
2021년04월_남_90~99세,240,23,41,34,13,18,19,12,31,23,11,15,,
2021년04월_남_100세 이상,4,2,1,0,1,0,0,0,0,0,0,0,,
2021년04월_여_총인구수,"173,302","17,101","16,883","19,263","11,129","12,569","19,174","12,392","13,166","13,574","14,135","23,916",,
2021년04월_여_연령구간인구수,"173,302","17,101","16,883","19,263","11,129","12,569","19,174","12,392","13,166","13,574","14,135","23,916",,
2021년04월_여_0~9세,"16,557","1,579",742,"1,732","1,054","1,138","2,433","1,384","1,186","1,207","1,512","2,590",,
2021년04월_여_10~19세,"18,314","1,552",737,"1,563","1,468","1,672","2,242","1,422","1,551","1,468","2,145","2,494",,
2021년04월_여_20~29세,"24,357","1,992","4,098","3,515","1,384","1,515","1,807","1,860","1,953","1,891","1,749","2,593",,
2021년04월_여_30~39세,"26,475","2,124","2,890","2,880","1,609","1,571","3,209","2,325","1,965","1,865","1,956","4,081",,
2021년04월_여_40~49세,"30,580","2,862","2,047","2,759","2,262","2,496","3,818","2,103","2,230","2,342","3,105","4,556",,
2021년04월_여_50~59세,"27,062","3,069","2,759","3,049","1,583","2,001","2,691","1,693","2,289","2,253","2,051","3,624",,
2021년04월_여_60~69세,"17,499","2,207","2,009","2,295",973,"1,136","1,850",955,"1,190","1,294","1,028","2,562",,
2021년04월_여_70~79세,"7,232",986,978,872,468,625,698,330,380,706,327,862,,
2021년04월_여_80~89세,"4,341",621,521,503,268,344,346,274,342,462,221,439,,
2021년04월_여_90~99세,863,107,94,95,60,71,76,46,79,82,41,112,,
2021년04월_여_100세 이상,22,2,8,0,0,0,4,0,1,4,0,3,,
2021년05월_계_총인구수,"350,046","34,783","34,895","40,086","22,122","24,743","37,650","26,036","27,191","27,793","28,876","45,871",,
2021년05월_계_연령구간인구수,"350,046","34,783","34,895","40,086","22,122","24,743","37,650","26,036","27,191","27,793","28,876","45,871",,
2021년05월_계_0~9세,"33,968","3,198","1,533","3,450","2,220","2,363","4,888","2,898","2,564","2,434","3,113","5,307",,
2021년05월_계_10~19세,"37,813","3,327","1,485","3,198","3,011","3,439","4,567","2,918","3,169","3,041","4,487","5,171",,
2021년05월_계_20~29세,"52,518","4,366","8,296","8,424","2,863","3,120","3,809","4,130","4,392","4,268","3,741","5,109",,
2021년05월_계_30~39세,"55,283","4,375","6,812","6,366","3,188","3,106","6,103","5,215","4,432","4,044","3,999","7,643",,
2021년05월_계_40~49세,"60,041","5,872","4,381","5,569","4,300","4,673","7,412","4,252","4,302","4,706","5,871","8,703",,
2021년05월_계_50~59세,"54,118","6,196","5,465","5,850","3,275","4,066","5,297","3,491","4,468","4,749","4,506","6,755",,
2021년05월_계_60~69세,"35,064","4,490","4,187","4,632","1,884","2,229","3,553","2,018","2,534","2,610","2,159","4,768",,
2021년05월_계_70~79세,"13,566","1,883","1,784","1,686",881,"1,112","1,368",661,746,"1,172",647,"1,626",,
2021년05월_계_80~89세,"6,551",942,811,784,429,546,554,392,472,663,300,658,,
2021년05월_계_90~99세,"1,097",129,132,127,70,89,95,61,111,102,53,128,,
2021년05월_계_100세 이상,27,5,9,0,1,0,4,0,1,4,0,3,,
2021년05월_남_총인구수,"176,750","17,670","18,027","20,849","10,984","12,179","18,484","13,655","13,953","14,223","14,758","21,968",,
2021년05월_남_연령구간인구수,"176,750","17,670","18,027","20,849","10,984","12,179","18,484","13,655","13,953","14,223","14,758","21,968",,
2021년05월_남_0~9세,"17,485","1,614",802,"1,726","1,170","1,230","2,470","1,529","1,360","1,244","1,612","2,728",,
2021년05월_남_10~19세,"19,517","1,777",757,"1,642","1,543","1,769","2,325","1,493","1,616","1,574","2,346","2,675",,
2021년05월_남_20~29세,"28,182","2,381","4,209","4,920","1,477","1,605","1,998","2,280","2,426","2,357","1,993","2,536",,
2021년05월_남_30~39세,"28,894","2,260","3,901","3,491","1,581","1,536","2,914","2,898","2,458","2,194","2,055","3,606",,
2021년05월_남_40~49세,"29,528","3,030","2,345","2,811","2,046","2,198","3,601","2,140","2,068","2,373","2,777","4,139",,
2021년05월_남_50~59세,"26,988","3,110","2,715","2,820","1,688","2,047","2,596","1,803","2,172","2,483","2,443","3,111",,
2021년05월_남_60~69세,"17,410","2,259","2,168","2,309",900,"1,088","1,689","1,054","1,330","1,309","1,122","2,182",,
2021년05월_남_70~79세,"6,329",901,802,819,410,486,669,330,362,471,323,756,,
2021년05월_남_80~89세,"2,177",313,288,278,156,202,203,115,130,196,76,220,,
2021년05월_남_90~99세,236,23,39,33,12,18,19,13,31,22,11,15,,
2021년05월_남_100세 이상,4,2,1,0,1,0,0,0,0,0,0,0,,
2021년05월_여_총인구수,"173,296","17,113","16,868","19,237","11,138","12,564","19,166","12,381","13,238","13,570","14,118","23,903",,
2021년05월_여_연령구간인구수,"173,296","17,113","16,868","19,237","11,138","12,564","19,166","12,381","13,238","13,570","14,118","23,903",,
2021년05월_여_0~9세,"16,483","1,584",731,"1,724","1,050","1,133","2,418","1,369","1,204","1,190","1,501","2,579",,
2021년05월_여_10~19세,"18,296","1,550",728,"1,556","1,468","1,670","2,242","1,425","1,553","1,467","2,141","2,496",,
2021년05월_여_20~29세,"24,336","1,985","4,087","3,504","1,386","1,515","1,811","1,850","1,966","1,911","1,748","2,573",,
2021년05월_여_30~39세,"26,389","2,115","2,911","2,875","1,607","1,570","3,189","2,317","1,974","1,850","1,944","4,037",,
2021년05월_여_40~49세,"30,513","2,842","2,036","2,758","2,254","2,475","3,811","2,112","2,234","2,333","3,094","4,564",,
2021년05월_여_50~59세,"27,130","3,086","2,750","3,030","1,587","2,019","2,701","1,688","2,296","2,266","2,063","3,644",,
2021년05월_여_60~69세,"17,654","2,231","2,019","2,323",984,"1,141","1,864",964,"1,204","1,301","1,037","2,586",,
2021년05월_여_70~79세,"7,237",982,982,867,471,626,699,331,384,701,324,870,,
2021년05월_여_80~89세,"4,374",629,523,506,273,344,351,277,342,467,224,438,,
2021년05월_여_90~99세,861,106,93,94,58,71,76,48,80,80,42,113,,
2021년05월_여_100세 이상,23,3,8,0,0,0,4,0,1,4,0,3,,
2021년06월_계_총인구수,"349,927","34,724","34,935","40,050","22,090","24,757","37,657","26,063","27,143","27,765","28,903","45,840",,
2021년06월_계_연령구간인구수,"349,927","34,724","34,935","40,050","22,090","24,757","37,657","26,063","27,143","27,765","28,903","45,840",,
2021년06월_계_0~9세,"33,869","3,199","1,519","3,437","2,203","2,352","4,863","2,898","2,565","2,415","3,109","5,309",,
2021년06월_계_10~19세,"37,724","3,308","1,477","3,191","3,005","3,422","4,582","2,896","3,162","3,039","4,465","5,177",,
2021년06월_계_20~29세,"52,404","4,349","8,299","8,394","2,867","3,137","3,799","4,132","4,361","4,251","3,753","5,062",,
2021년06월_계_30~39세,"55,147","4,349","6,829","6,355","3,156","3,109","6,060","5,221","4,433","4,037","4,003","7,595",,
2021년06월_계_40~49세,"60,045","5,859","4,398","5,578","4,290","4,657","7,432","4,255","4,286","4,709","5,865","8,716",,
2021년06월_계_50~59세,"54,043","6,191","5,437","5,848","3,288","4,065","5,276","3,495","4,452","4,735","4,523","6,733",,
2021년06월_계_60~69세,"35,385","4,509","4,223","4,640","1,895","2,254","3,612","2,039","2,561","2,635","2,184","4,833",,
2021년06월_계_70~79세,"13,611","1,883","1,793","1,704",890,"1,108","1,379",666,745,"1,174",648,"1,621",,
2021년06월_계_80~89세,"6,575",946,818,776,424,564,554,400,468,664,300,661,,
2021년06월_계_90~99세,"1,096",128,133,127,71,88,96,61,108,102,53,129,,
2021년06월_계_100세 이상,28,3,9,0,1,1,4,0,2,4,0,4,,
2021년06월_남_총인구수,"176,644","17,655","18,036","20,812","10,951","12,171","18,494","13,675","13,922","14,198","14,787","21,943",,
2021년06월_남_연령구간인구수,"176,644","17,655","18,036","20,812","10,951","12,171","18,494","13,675","13,922","14,198","14,787","21,943",,
2021년06월_남_0~9세,"17,441","1,623",797,"1,727","1,152","1,223","2,465","1,528","1,362","1,231","1,608","2,725",,
2021년06월_남_10~19세,"19,459","1,762",756,"1,632","1,533","1,761","2,325","1,484","1,610","1,574","2,340","2,682",,
2021년06월_남_20~29세,"28,113","2,371","4,205","4,903","1,482","1,613","2,004","2,278","2,411","2,340","1,991","2,515",,
2021년06월_남_30~39세,"28,836","2,254","3,901","3,483","1,580","1,533","2,900","2,900","2,451","2,186","2,066","3,582",,
2021년06월_남_40~49세,"29,511","3,024","2,354","2,814","2,023","2,190","3,600","2,152","2,057","2,380","2,785","4,132",,
2021년06월_남_50~59세,"26,938","3,104","2,697","2,812","1,698","2,047","2,581","1,809","2,162","2,471","2,447","3,110",,
2021년06월_남_60~69세,"17,561","2,273","2,186","2,304",903,"1,093","1,721","1,062","1,353","1,327","1,136","2,203",,
2021년06월_남_70~79세,"6,354",906,811,830,412,484,675,329,356,469,325,757,,
2021년06월_남_80~89세,"2,189",313,290,273,154,209,205,120,128,199,77,221,,
2021년06월_남_90~99세,239,24,38,34,13,18,18,13,32,21,12,16,,
2021년06월_남_100세 이상,3,1,1,0,1,0,0,0,0,0,0,0,,
2021년06월_여_총인구수,"173,283","17,069","16,899","19,238","11,139","12,586","19,163","12,388","13,221","13,567","14,116","23,897",,
2021년06월_여_연령구간인구수,"173,283","17,069","16,899","19,238","11,139","12,586","19,163","12,388","13,221","13,567","14,116","23,897",,
2021년06월_여_0~9세,"16,428","1,576",722,"1,710","1,051","1,129","2,398","1,370","1,203","1,184","1,501","2,584",,
2021년06월_여_10~19세,"18,265","1,546",721,"1,559","1,472","1,661","2,257","1,412","1,552","1,465","2,125","2,495",,
2021년06월_여_20~29세,"24,291","1,978","4,094","3,491","1,385","1,524","1,795","1,854","1,950","1,911","1,762","2,547",,
2021년06월_여_30~39세,"26,311","2,095","2,928","2,872","1,576","1,576","3,160","2,321","1,982","1,851","1,937","4,013",,
2021년06월_여_40~49세,"30,534","2,835","2,044","2,764","2,267","2,467","3,832","2,103","2,229","2,329","3,080","4,584",,
2021년06월_여_50~59세,"27,105","3,087","2,740","3,036","1,590","2,018","2,695","1,686","2,290","2,264","2,076","3,623",,
2021년06월_여_60~69세,"17,824","2,236","2,037","2,336",992,"1,161","1,891",977,"1,208","1,308","1,048","2,630",,
2021년06월_여_70~79세,"7,257",977,982,874,478,624,704,337,389,705,323,864,,
2021년06월_여_80~89세,"4,386",633,528,503,270,355,349,280,340,465,223,440,,
2021년06월_여_90~99세,857,104,95,93,58,70,78,48,76,81,41,113,,
2021년06월_여_100세 이상,25,2,8,0,0,1,4,0,2,4,0,4,,
2021년07월_계_총인구수,"349,836","34,669","34,986","39,985","22,080","24,778","37,596","26,090","27,152","27,732","28,905","45,863",,
2021년07월_계_연령구간인구수,"349,836","34,669","34,986","39,985","22,080","24,778","37,596","26,090","27,152","27,732","28,905","45,863",,
2021년07월_계_0~9세,"33,750","3,192","1,510","3,439","2,212","2,328","4,840","2,898","2,568","2,405","3,079","5,279",,
2021년07월_계_10~19세,"37,640","3,308","1,459","3,175","2,991","3,420","4,567","2,887","3,155","3,036","4,457","5,185",,
2021년07월_계_20~29세,"52,293","4,332","8,281","8,360","2,849","3,143","3,782","4,133","4,332","4,244","3,767","5,070",,
2021년07월_계_30~39세,"55,037","4,337","6,877","6,328","3,147","3,113","6,013","5,231","4,439","4,030","3,986","7,536",,
2021년07월_계_40~49세,"59,986","5,825","4,392","5,598","4,281","4,640","7,431","4,247","4,276","4,697","5,852","8,747",,
2021년07월_계_50~59세,"54,100","6,165","5,454","5,809","3,305","4,101","5,292","3,505","4,465","4,711","4,553","6,740",,
2021년07월_계_60~69세,"35,633","4,539","4,253","4,661","1,902","2,274","3,624","2,061","2,588","2,662","2,201","4,868",,
2021년07월_계_70~79세,"13,663","1,893","1,793","1,713",896,"1,097","1,394",663,744,"1,175",655,"1,640",,
2021년07월_계_80~89세,"6,603",946,823,772,425,573,552,407,474,666,301,664,,
2021년07월_계_90~99세,"1,102",129,135,130,71,88,97,58,109,102,54,129,,
2021년07월_계_100세 이상,29,3,9,0,1,1,4,0,2,4,0,5,,
2021년07월_남_총인구수,"176,651","17,630","18,101","20,771","10,969","12,178","18,458","13,703","13,912","14,189","14,784","21,956",,
2021년07월_남_연령구간인구수,"176,651","17,630","18,101","20,771","10,969","12,178","18,458","13,703","13,912","14,189","14,784","21,956",,
2021년07월_남_0~9세,"17,366","1,620",794,"1,729","1,158","1,214","2,445","1,522","1,360","1,227","1,586","2,711",,
2021년07월_남_10~19세,"19,444","1,759",750,"1,628","1,525","1,755","2,325","1,484","1,603","1,575","2,354","2,686",,
2021년07월_남_20~29세,"28,065","2,365","4,187","4,879","1,485","1,615","1,997","2,289","2,401","2,340","1,992","2,515",,
2021년07월_남_30~39세,"28,804","2,251","3,951","3,462","1,583","1,540","2,862","2,903","2,448","2,183","2,056","3,565",,
2021년07월_남_40~49세,"29,502","3,000","2,363","2,822","2,027","2,183","3,609","2,158","2,048","2,375","2,773","4,144",,
2021년07월_남_50~59세,"26,975","3,088","2,714","2,799","1,701","2,061","2,589","1,808","2,168","2,461","2,474","3,112",,
2021년07월_남_60~69세,"17,656","2,289","2,202","2,303",905,"1,100","1,728","1,074","1,364","1,337","1,131","2,223",,
2021년07월_남_70~79세,"6,384",915,812,839,417,479,678,328,357,471,328,760,,
2021년07월_남_80~89세,"2,206",314,289,273,154,213,206,125,131,199,78,224,,
2021년07월_남_90~99세,245,28,38,37,13,18,19,12,32,21,12,15,,
2021년07월_남_100세 이상,4,1,1,0,1,0,0,0,0,0,0,1,,
2021년07월_여_총인구수,"173,185","17,039","16,885","19,214","11,111","12,600","19,138","12,387","13,240","13,543","14,121","23,907",,
2021년07월_여_연령구간인구수,"173,185","17,039","16,885","19,214","11,111","12,600","19,138","12,387","13,240","13,543","14,121","23,907",,
2021년07월_여_0~9세,"16,384","1,572",716,"1,710","1,054","1,114","2,395","1,376","1,208","1,178","1,493","2,568",,
2021년07월_여_10~19세,"18,196","1,549",709,"1,547","1,466","1,665","2,242","1,403","1,552","1,461","2,103","2,499",,
2021년07월_여_20~29세,"24,228","1,967","4,094","3,481","1,364","1,528","1,785","1,844","1,931","1,904","1,775","2,555",,
2021년07월_여_30~39세,"26,233","2,086","2,926","2,866","1,564","1,573","3,151","2,328","1,991","1,847","1,930","3,971",,
2021년07월_여_40~49세,"30,484","2,825","2,029","2,776","2,254","2,457","3,822","2,089","2,228","2,322","3,079","4,603",,
2021년07월_여_50~59세,"27,125","3,077","2,740","3,010","1,604","2,040","2,703","1,697","2,297","2,250","2,079","3,628",,
2021년07월_여_60~69세,"17,977","2,250","2,051","2,358",997,"1,174","1,896",987,"1,224","1,325","1,070","2,645",,
2021년07월_여_70~79세,"7,279",978,981,874,479,618,716,335,387,704,327,880,,
2021년07월_여_80~89세,"4,397",632,534,499,271,360,346,282,343,467,223,440,,
2021년07월_여_90~99세,857,101,97,93,58,70,78,46,77,81,42,114,,
2021년07월_여_100세 이상,25,2,8,0,0,1,4,0,2,4,0,4,,
2021년08월_계_총인구수,"349,809","34,656","35,093","39,989","22,047","24,735","37,610","26,103","27,145","27,673","28,904","45,854",,
2021년08월_계_연령구간인구수,"349,809","34,656","35,093","39,989","22,047","24,735","37,610","26,103","27,145","27,673","28,904","45,854",,
2021년08월_계_0~9세,"33,589","3,173","1,511","3,407","2,181","2,321","4,825","2,910","2,554","2,391","3,074","5,242",,
2021년08월_계_10~19세,"37,635","3,308","1,465","3,158","2,993","3,405","4,587","2,871","3,154","3,021","4,454","5,219",,
2021년08월_계_20~29세,"52,291","4,341","8,319","8,399","2,839","3,119","3,787","4,131","4,333","4,229","3,744","5,050",,
2021년08월_계_30~39세,"54,917","4,305","6,904","6,321","3,128","3,096","5,982","5,226","4,451","4,013","4,009","7,482",,
2021년08월_계_40~49세,"59,862","5,782","4,378","5,592","4,270","4,636","7,428","4,245","4,260","4,674","5,831","8,766",,
2021년08월_계_50~59세,"54,248","6,196","5,464","5,821","3,321","4,090","5,328","3,514","4,459","4,724","4,580","6,751",,
2021년08월_계_60~69세,"35,767","4,570","4,282","4,663","1,912","2,295","3,613","2,078","2,604","2,657","2,203","4,890",,
2021년08월_계_70~79세,"13,727","1,899","1,792","1,724",901,"1,105","1,407",666,744,"1,191",651,"1,647",,
2021년08월_계_80~89세,"6,641",946,831,777,432,576,554,403,474,671,304,673,,
2021년08월_계_90~99세,"1,102",133,138,127,68,91,95,59,110,98,54,129,,
2021년08월_계_100세 이상,30,3,9,0,2,1,4,0,2,4,0,5,,
2021년08월_남_총인구수,"176,672","17,630","18,179","20,782","10,959","12,161","18,468","13,698","13,918","14,152","14,784","21,941",,
2021년08월_남_연령구간인구수,"176,672","17,630","18,179","20,782","10,959","12,161","18,468","13,698","13,918","14,152","14,784","21,941",,
2021년08월_남_0~9세,"17,271","1,612",795,"1,718","1,139","1,212","2,445","1,517","1,346","1,211","1,578","2,698",,
2021년08월_남_10~19세,"19,463","1,757",758,"1,626","1,533","1,750","2,335","1,481","1,606","1,567","2,354","2,696",,
2021년08월_남_20~29세,"28,066","2,367","4,221","4,889","1,485","1,600","1,999","2,288","2,400","2,341","1,976","2,500",,
2021년08월_남_30~39세,"28,745","2,231","3,980","3,442","1,575","1,532","2,838","2,903","2,465","2,171","2,067","3,541",,
2021년08월_남_40~49세,"29,460","2,989","2,356","2,826","2,022","2,189","3,619","2,146","2,033","2,362","2,774","4,144",,
2021년08월_남_50~59세,"27,035","3,110","2,713","2,816","1,695","2,043","2,594","1,812","2,179","2,464","2,483","3,126",,
2021년08월_남_60~69세,"17,730","2,298","2,210","2,305",921,"1,114","1,727","1,086","1,365","1,334","1,132","2,238",,
2021년08월_남_70~79세,"6,414",921,814,846,419,484,684,329,359,478,326,754,,
2021년08월_남_80~89세,"2,239",316,294,278,156,219,209,124,131,203,82,227,,
2021년08월_남_90~99세,245,28,37,36,13,18,18,12,34,21,12,16,,
2021년08월_남_100세 이상,4,1,1,0,1,0,0,0,0,0,0,1,,
2021년08월_여_총인구수,"173,137","17,026","16,914","19,207","11,088","12,574","19,142","12,405","13,227","13,521","14,120","23,913",,
2021년08월_여_연령구간인구수,"173,137","17,026","16,914","19,207","11,088","12,574","19,142","12,405","13,227","13,521","14,120","23,913",,
2021년08월_여_0~9세,"16,318","1,561",716,"1,689","1,042","1,109","2,380","1,393","1,208","1,180","1,496","2,544",,
2021년08월_여_10~19세,"18,172","1,551",707,"1,532","1,460","1,655","2,252","1,390","1,548","1,454","2,100","2,523",,
2021년08월_여_20~29세,"24,225","1,974","4,098","3,510","1,354","1,519","1,788","1,843","1,933","1,888","1,768","2,550",,
2021년08월_여_30~39세,"26,172","2,074","2,924","2,879","1,553","1,564","3,144","2,323","1,986","1,842","1,942","3,941",,
2021년08월_여_40~49세,"30,402","2,793","2,022","2,766","2,248","2,447","3,809","2,099","2,227","2,312","3,057","4,622",,
2021년08월_여_50~59세,"27,213","3,086","2,751","3,005","1,626","2,047","2,734","1,702","2,280","2,260","2,097","3,625",,
2021년08월_여_60~69세,"18,037","2,272","2,072","2,358",991,"1,181","1,886",992,"1,239","1,323","1,071","2,652",,
2021년08월_여_70~79세,"7,313",978,978,878,482,621,723,337,385,713,325,893,,
2021년08월_여_80~89세,"4,402",630,537,499,276,357,345,279,343,468,222,446,,
2021년08월_여_90~99세,857,105,101,91,55,73,77,47,76,77,42,113,,
2021년08월_여_100세 이상,26,2,8,0,1,1,4,0,2,4,0,4,,
2021년09월_계_총인구수,"350,337","34,604","35,287","40,313","22,038","24,693","37,631","26,182","27,186","27,657","28,899","45,847",,
2021년09월_계_연령구간인구수,"350,337","34,604","35,287","40,313","22,038","24,693","37,631","26,182","27,186","27,657","28,899","45,847",,
2021년09월_계_0~9세,"33,448","3,156","1,516","3,407","2,154","2,301","4,809","2,900","2,556","2,375","3,058","5,216",,
2021년09월_계_10~19세,"37,602","3,297","1,456","3,172","2,998","3,402","4,573","2,874","3,141","3,020","4,446","5,223",,
2021년09월_계_20~29세,"52,643","4,300","8,427","8,693","2,843","3,103","3,777","4,165","4,346","4,219","3,761","5,009",,
2021년09월_계_30~39세,"54,834","4,277","6,958","6,296","3,127","3,079","5,956","5,252","4,455","3,992","3,977","7,465",,
2021년09월_계_40~49세,"59,913","5,786","4,385","5,616","4,267","4,635","7,435","4,228","4,242","4,681","5,845","8,793",,
2021년09월_계_50~59세,"54,338","6,203","5,456","5,808","3,319","4,078","5,379","3,531","4,478","4,737","4,596","6,753",,
2021년09월_계_60~69세,"36,000","4,604","4,307","4,683","1,937","2,310","3,625","2,096","2,631","2,659","2,219","4,929",,
2021년09월_계_70~79세,"13,744","1,898","1,792","1,731",892,"1,108","1,416",673,750,"1,192",645,"1,647",,
2021년09월_계_80~89세,"6,678",949,841,774,431,582,560,403,475,681,299,683,,
2021년09월_계_90~99세,"1,107",131,140,133,68,94,97,60,110,97,53,124,,
2021년09월_계_100세 이상,30,3,9,0,2,1,4,0,2,4,0,5,,
