년도,월,나이,경기도 수원시,경기도 수원시 장안구,경기도 수원시 장안구 파장동,경기도 수원시 장안구 율천동,경기도 수원시 장안구 정자1동,경기도 수원시 장안구 정자2동,경기도 수원시 장안구 정자3동,경기도 수원시 장안구 영화동,경기도 수원시 장안구 송죽동,경기도 수원시 장안구 조원1동,경기도 수원시 장안구 조원2동,경기도 수원시 장안구 연무동,경기도 수원시 권선구,경기도 수원시 권선구 세류1동,경기도 수원시 권선구 세류2동,경기도 수원시 권선구 세류3동,경기도 수원시 권선구 평동,경기도 수원시 권선구 서둔동,경기도 수원시 권선구 구운동,경기도 수원시 권선구 금곡동,경기도 수원시 권선구 호매실동,경기도 수원시 권선구 권선1동,경기도 수원시 권선구 권선2동,경기도 수원시 권선구 곡선동,경기도 수원시 권선구 입북동,경기도 수원시 팔달구,경기도 수원시 팔달구 매교동,경기도 수원시 팔달구 매산동,경기도 수원시 팔달구 고등동,경기도 수원시 팔달구 화서1동,경기도 수원시 팔달구 화서2동,경기도 수원시 팔달구 지동,경기도 수원시 팔달구 우만1동,경기도 수원시 팔달구 우만2동,경기도 수원시 팔달구 인계동,경기도 수원시 팔달구 행궁동,경기도 수원시 영통구,경기도 수원시 영통구 매탄1동,경기도 수원시 영통구 매탄2동,경기도 수원시 영통구 매탄3동,경기도 수원시 영통구 매탄4동,경기도 수원시 영통구 원천동,경기도 수원시 영통구 영통1동,경기도 수원시 영통구 영통2동,경기도 수원시 영통구 영통3동,경기도 수원시 영통구 망포1동,경기도 수원시 영통구 망포2동,경기도 수원시 영통구 광교1동,경기도 수원시 영통구 광교2동
2021,1,70,"31,393","8,833",932,998,843,"1,124",787,958,671,"1,095",562,863,"9,512",377,864,814,"1,160","1,335",757,"1,120",875,591,798,427,394,"6,638",270,438,508,"1,009",665,686,966,463,"1,006",627,"6,410",475,472,638,577,733,627,362,473,478,294,635,646
2021,1,80,"16,304","4,848",511,593,482,548,455,406,338,631,404,480,"4,940",181,408,355,636,624,441,606,481,308,415,274,211,"3,156",137,209,194,424,393,334,430,234,523,278,"3,360",220,233,395,323,364,336,184,292,224,174,301,314
2021,1,90,"3,088",962,91,98,99,99,90,95,73,116,84,117,917,43,69,67,139,102,72,109,68,52,92,67,37,541,15,35,36,67,67,56,68,43,93,61,668,52,55,66,55,79,59,34,67,51,27,69,54
2021,1,100,240,69,6,7,6,5,1,15,4,6,1,18,68,9,8,12,13,8,5,1,2,1,4,4,1,73,4,3,6,11,4,10,7,1,15,12,30,3,5,4,2,2,4,2,1,2,2,0,3
2021,2,총,"589,019","135,475","11,650","20,317","15,056","15,270","21,289","9,934","9,929","14,259","9,869","7,902","182,307","5,206","11,462","9,573","20,195","18,736","12,303","23,121","23,377","12,226","25,137","12,686","8,285","87,846","2,803","4,957","5,631","11,985","13,538","5,526","10,255","8,550","19,508","5,093","183,391","9,024","7,607","17,530","11,238","19,261","18,138","12,495","16,158","15,624","14,133","27,045","15,138"
2021,2,0,"46,348","8,690",648,"1,510","1,205",947,"1,695",404,555,703,683,340,"15,541",418,552,499,"1,493","1,203",721,"2,402","3,353",621,"2,686",787,806,"4,736",118,205,315,752,950,188,422,588,"1,066",132,"17,381",559,413,"1,373",633,"2,121","1,724","1,240","1,286","1,654","2,063","2,634","1,681"
2021,2,10,"56,840","13,577",882,"1,949","1,628","1,529","3,341",586,799,"1,333","1,030",500,"15,970",290,756,724,"1,682","1,503",994,"2,332","2,305",803,"2,605","1,102",874,"6,796",145,231,408,"1,116","1,468",333,666,807,"1,403",219,"20,497",909,711,"2,137","1,101","1,725","2,321","1,049","2,060","2,004","1,573","3,415","1,492"
2021,2,20,"88,139","19,830","1,540","3,897","1,917","2,107","3,008","1,301","1,496","2,036","1,420","1,108","25,870",730,"1,682","1,276","2,903","2,734","1,845","2,986","2,542","2,533","3,218","2,469",952,"14,157",404,830,791,"1,573","1,975",603,"1,534","1,640","4,045",762,"28,282","1,384","1,244","2,888","1,777","3,138","2,395","2,410","3,026","2,065","1,715","4,594","1,646"
2021,2,30,"85,397","15,494","1,388","2,713","1,770","1,762","2,247","1,090","1,254","1,467","1,045",758,"27,566",797,"1,513","1,146","2,748","2,364","1,531","3,326","4,625","2,073","4,108","2,230","1,105","11,516",422,717,719,"1,267","1,734",528,"1,259","1,046","3,291",533,"30,821","1,121",900,"2,475","1,548","3,681","2,788","2,970","2,118","2,536","2,920","4,979","2,785"
2021,2,40,"100,385","22,724","1,775","3,262","2,834","2,569","4,743","1,317","1,521","2,192","1,562",949,"29,728",702,"1,706","1,461","3,006","2,854","1,783","4,093","3,996","1,775","4,649","2,160","1,543","13,293",357,610,784,"1,954","2,350",725,"1,415","1,430","3,070",598,"34,640","1,532","1,217","3,397","1,991","3,459","3,717","2,065","3,206","2,980","2,741","5,515","2,820"
2021,2,50,"98,626","24,556","2,157","3,381","2,664","2,743","3,595","1,957","1,889","2,746","2,067","1,357","31,521",965,"2,119","1,750","3,857","3,394","2,443","3,952","3,143","2,081","4,210","2,159","1,448","15,118",481,899,948,"2,132","2,619",986,"1,864","1,392","2,900",897,"27,431","1,655","1,458","2,777","1,971","2,345","2,936","1,573","2,617","2,590","1,841","3,450","2,218"
2021,2,60,"62,096","15,867","1,715","1,911","1,606","1,829","1,336","1,799","1,324","1,927","1,005","1,415","20,633",697,"1,778","1,467","2,552","2,607","1,704","2,195","1,997","1,387","2,347",999,903,"11,746",454,777,868,"1,681","1,305","1,080","1,621",906,"2,084",970,"13,850","1,108",902,"1,370","1,257","1,614","1,219",609,"1,013","1,039",782,"1,461","1,476"
2021,2,70,"31,381","8,820",930,992,842,"1,132",781,958,675,"1,095",562,853,"9,497",375,866,807,"1,153","1,336",758,"1,113",869,591,798,432,399,"6,671",264,439,545,"1,004",665,684,965,464,"1,015",626,"6,393",477,465,643,570,726,633,360,469,478,293,634,645
2021,2,80,"16,453","4,888",519,596,484,546,455,413,341,639,407,488,"4,988",181,412,362,644,630,444,612,479,309,419,278,218,"3,190",140,210,208,426,400,336,436,232,520,282,"3,387",225,236,399,328,370,342,183,292,226,175,295,316
2021,2,90,"3,110",960,90,99,100,102,86,95,70,115,87,116,925,42,70,69,144,103,75,109,66,52,93,66,36,549,14,36,38,69,68,53,66,44,99,62,676,51,55,67,60,80,59,34,70,50,27,67,56
2021,2,100,244,69,6,7,6,4,2,14,5,6,1,18,68,9,8,12,13,8,5,1,2,1,4,4,1,74,4,3,7,11,4,10,7,1,15,12,33,3,6,4,2,2,4,2,1,2,3,1,3
2021,3,총,"588,594","134,839","11,639","20,369","14,956","15,176","21,155","9,813","9,884","14,142","9,860","7,845","181,391","5,112","11,426","9,495","20,095","18,572","12,211","23,086","23,343","12,160","24,975","12,646","8,270","89,503","2,785","4,875","8,208","11,653","13,390","5,467","10,207","8,525","19,409","4,984","182,861","9,008","7,537","17,496","11,199","19,197","18,057","12,423","16,112","15,552","14,085","27,050","15,145"
2021,3,0,"46,143","8,589",639,"1,493","1,193",939,"1,663",400,546,690,683,343,"15,359",412,550,489,"1,484","1,172",697,"2,386","3,337",611,"2,631",791,799,"5,021",118,200,663,739,937,184,416,581,"1,053",130,"17,174",542,398,"1,348",623,"2,093","1,710","1,233","1,260","1,639","2,046","2,609","1,673"
2021,3,10,"56,800","13,538",876,"2,028","1,606","1,523","3,310",573,789,"1,319","1,022",492,"15,916",284,751,718,"1,688","1,501",992,"2,326","2,305",803,"2,588","1,090",870,"6,914",149,239,611,"1,058","1,444",327,652,804,"1,413",217,"20,432",911,708,"2,114","1,092","1,726","2,308","1,040","2,060","1,985","1,569","3,425","1,494"
2021,3,20,"88,353","19,864","1,536","3,969","1,914","2,111","3,001","1,289","1,497","2,014","1,407","1,126","25,746",725,"1,689","1,270","2,882","2,701","1,840","2,977","2,529","2,510","3,190","2,484",949,"14,442",399,812,"1,145","1,547","1,955",610,"1,520","1,642","4,051",761,"28,301","1,392","1,221","2,905","1,778","3,147","2,404","2,388","3,036","2,064","1,712","4,609","1,645"
2021,3,30,"85,233","15,346","1,400","2,686","1,735","1,743","2,229","1,060","1,237","1,454","1,050",752,"27,323",786,"1,490","1,138","2,730","2,344","1,498","3,308","4,595","2,062","4,054","2,217","1,101","11,991",423,711,"1,265","1,239","1,728",521,"1,262","1,044","3,266",532,"30,573","1,117",891,"2,484","1,534","3,622","2,746","2,950","2,095","2,506","2,881","4,957","2,790"
2021,3,40,"99,940","22,501","1,767","3,218","2,803","2,537","4,712","1,315","1,511","2,158","1,542",938,"29,491",679,"1,701","1,443","2,954","2,811","1,759","4,089","3,990","1,768","4,622","2,138","1,537","13,478",351,607,"1,153","1,884","2,322",723,"1,404","1,406","3,052",576,"34,470","1,512","1,205","3,374","1,969","3,474","3,695","2,040","3,188","2,954","2,756","5,495","2,808"
2021,3,50,"98,422","24,368","2,146","3,367","2,675","2,711","3,585","1,921","1,867","2,715","2,063","1,318","31,392",966,"2,090","1,743","3,837","3,365","2,439","3,943","3,141","2,062","4,212","2,142","1,452","15,259",476,881,"1,325","2,082","2,586",960,"1,841","1,390","2,852",866,"27,403","1,650","1,437","2,771","1,973","2,333","2,914","1,568","2,623","2,581","1,846","3,467","2,240"
2021,3,60,"62,743","15,981","1,730","1,928","1,612","1,832","1,347","1,799","1,349","1,947","1,018","1,419","20,776",682,"1,793","1,469","2,578","2,614","1,718","2,227","2,013","1,394","2,362","1,011",915,"11,964",457,763,"1,106","1,647","1,297","1,078","1,646",923,"2,103",944,"14,022","1,120",918,"1,398","1,272","1,627","1,237",626,"1,019","1,060",777,"1,487","1,481"
2021,3,70,"31,220","8,779",934,985,842,"1,127",772,952,671,"1,090",560,846,"9,447",364,870,794,"1,143","1,327",747,"1,105",881,588,804,429,395,"6,633",259,423,641,965,647,673,956,456,"1,000",613,"6,361",485,458,633,568,724,639,358,465,470,291,633,637
2021,3,80,"16,531","4,882",518,589,474,552,448,413,343,640,422,483,"5,008",175,416,362,652,630,445,619,485,308,418,280,218,"3,227",137,203,251,425,401,336,439,234,521,280,"3,414",221,241,398,331,373,342,184,295,238,176,299,316
2021,3,90,"3,058",942,87,100,99,98,86,86,69,115,92,110,895,38,69,65,139,104,73,105,65,52,90,62,33,541,14,32,46,63,69,53,65,44,93,62,680,55,56,67,57,76,59,34,70,53,28,67,58
2021,3,100,151,49,6,6,3,3,2,5,5,0,1,18,38,1,7,4,8,3,3,1,2,2,4,2,1,33,2,4,2,4,4,2,6,1,5,3,31,3,4,4,2,2,3,2,1,2,3,2,3
2021,4,총,"588,396","134,452","11,634","20,285","14,906","15,131","21,144","9,774","9,886","14,075","9,808","7,809","181,010","5,105","11,398","9,463","20,035","18,513","12,157","23,074","23,325","12,145","24,908","12,631","8,256","90,353","2,802","4,876","9,194","11,599","13,418","5,442","10,186","8,510","19,362","4,964","182,581","8,963","7,524","17,488","11,176","19,192","18,002","12,397","16,106","15,487","14,040","27,050","15,156"
2021,4,0,"45,900","8,538",641,"1,486","1,185",928,"1,649",394,557,688,676,334,"15,221",407,546,484,"1,468","1,161",687,"2,350","3,303",616,"2,620",783,796,"5,100",119,200,747,742,944,183,416,580,"1,040",129,"17,041",540,392,"1,339",608,"2,082","1,695","1,225","1,259","1,625","2,024","2,591","1,661"
2021,4,10,"56,670","13,452",872,"2,008","1,603","1,516","3,296",574,787,"1,294","1,011",491,"15,871",278,749,714,"1,681","1,483",996,"2,331","2,309",796,"2,586","1,080",868,"6,953",145,236,685,"1,045","1,443",325,652,796,"1,413",213,"20,394",894,711,"2,121","1,096","1,733","2,300","1,030","2,045","1,976","1,566","3,427","1,495"
2021,4,20,"88,262","19,761","1,527","3,953","1,887","2,107","3,007","1,281","1,481","2,001","1,397","1,120","25,681",727,"1,684","1,259","2,867","2,700","1,828","2,994","2,516","2,521","3,150","2,485",950,"14,604",406,811,"1,283","1,545","1,966",612,"1,509","1,635","4,069",768,"28,216","1,387","1,227","2,881","1,764","3,150","2,382","2,385","3,054","2,051","1,693","4,604","1,638"
2021,4,30,"85,049","15,299","1,404","2,687","1,728","1,729","2,236","1,049","1,228","1,454","1,042",742,"27,154",780,"1,484","1,137","2,711","2,335","1,491","3,288","4,558","2,046","4,027","2,210","1,087","12,154",425,721,"1,424","1,239","1,725",520,"1,265","1,057","3,241",537,"30,442","1,107",882,"2,485","1,523","3,584","2,754","2,938","2,083","2,486","2,865","4,948","2,787"
2021,4,40,"99,862","22,357","1,758","3,194","2,773","2,540","4,684","1,302","1,512","2,134","1,523",937,"29,473",687,"1,693","1,446","2,953","2,800","1,746","4,082","4,023","1,763","4,632","2,116","1,532","13,555",353,606,"1,297","1,867","2,317",713,"1,387","1,401","3,048",566,"34,477","1,511","1,203","3,382","1,963","3,490","3,671","2,034","3,191","2,947","2,763","5,499","2,823"
2021,4,50,"98,320","24,325","2,146","3,359","2,693","2,688","3,587","1,914","1,869","2,702","2,061","1,306","31,244",966,"2,074","1,719","3,807","3,327","2,415","3,944","3,152","2,043","4,195","2,151","1,451","15,351",474,879,"1,499","2,074","2,584",949,"1,829","1,385","2,829",849,"27,400","1,645","1,426","2,752","1,983","2,329","2,910","1,578","2,625","2,582","1,832","3,492","2,246"
2021,4,60,"63,300","16,077","1,738","1,934","1,617","1,840","1,373","1,809","1,357","1,956","1,031","1,422","20,968",684,"1,806","1,480","2,593","2,641","1,724","2,258","2,031","1,408","2,385","1,034",924,"12,130",463,763,"1,239","1,640","1,313","1,073","1,654",931,"2,105",949,"14,125","1,117",925,"1,425","1,270","1,638","1,245",632,"1,026","1,066",796,"1,489","1,496"
2021,4,70,"31,234","8,767",936,968,845,"1,125",774,947,676,"1,089",559,848,"9,445",360,863,794,"1,157","1,325",751,"1,106",877,588,805,425,394,"6,666",261,419,696,954,649,674,951,452,999,611,"6,356",480,460,636,573,731,639,355,467,462,295,629,629
2021,4,80,"16,577","4,881",516,589,476,550,448,413,348,643,418,480,"5,012",179,422,364,651,626,442,613,488,309,417,279,222,"3,271",140,204,274,429,406,337,452,227,523,279,"3,413",224,240,395,338,375,342,184,287,236,172,302,318
2021,4,90,"3,070",948,90,101,96,105,88,86,66,114,90,112,902,36,70,63,140,112,74,105,66,53,87,65,31,536,14,33,47,61,67,54,65,45,90,60,684,55,54,68,56,78,60,34,68,54,31,67,59
2021,4,100,152,47,6,6,3,3,2,5,5,0,0,17,39,1,7,3,7,3,3,3,2,2,4,3,1,33,2,4,3,3,4,2,6,1,5,3,33,3,4,4,2,2,4,2,1,2,3,2,4
2021,5,총,"588,163","134,309","11,651","20,256","14,889","15,106","21,118","9,774","9,872","14,045","9,797","7,801","180,818","5,125","11,383","9,428","20,021","18,516","12,141","23,059","23,321","12,123","24,856","12,591","8,254","90,616","2,801","4,870","9,452","11,579","13,402","5,400","10,143","8,500","19,491","4,978","182,420","8,927","7,527","17,457","11,152","19,197","17,978","12,378","16,069","15,508","14,019","27,025","15,183"
2021,5,0,"45,654","8,494",643,"1,477","1,181",918,"1,627",399,558,681,677,333,"15,116",409,540,480,"1,447","1,149",686,"2,334","3,280",613,"2,602",779,797,"5,100",118,200,773,736,929,181,414,578,"1,042",129,"16,944",539,386,"1,326",591,"2,072","1,686","1,219","1,247","1,638","2,008","2,582","1,650"
2021,5,10,"56,450","13,378",874,"1,983","1,595","1,509","3,281",573,786,"1,285","1,006",486,"15,835",279,750,705,"1,678","1,479",992,"2,344","2,320",781,"2,577","1,075",855,"6,915",145,238,684,"1,043","1,436",318,654,784,"1,406",207,"20,322",894,703,"2,121","1,098","1,723","2,292","1,021","2,032","1,969","1,560","3,403","1,506"
2021,5,20,"88,269","19,726","1,529","3,953","1,884","2,102","3,008","1,274","1,471","1,994","1,396","1,115","25,623",735,"1,666","1,251","2,880","2,707","1,824","2,972","2,500","2,526","3,136","2,471",955,"14,712",408,806,"1,330","1,540","1,963",615,"1,498","1,639","4,126",787,"28,208","1,365","1,238","2,866","1,768","3,165","2,389","2,386","3,052","2,049","1,677","4,614","1,639"
2021,5,30,"84,883","15,229","1,399","2,667","1,721","1,722","2,226","1,038","1,218","1,450","1,039",749,"27,122",793,"1,484","1,129","2,729","2,333","1,486","3,287","4,544","2,032","4,020","2,200","1,085","12,218",422,719,"1,467","1,250","1,726",514,"1,253","1,046","3,277",544,"30,314","1,101",871,"2,469","1,505","3,576","2,746","2,916","2,062","2,499","2,847","4,945","2,777"
2021,5,40,"99,635","22,277","1,764","3,188","2,756","2,513","4,671","1,298","1,510","2,117","1,521",939,"29,401",688,"1,690","1,438","2,936","2,791","1,743","4,072","4,046","1,756","4,610","2,103","1,528","13,534",349,608,"1,331","1,855","2,305",701,"1,368","1,408","3,049",560,"34,423","1,497","1,210","3,378","1,951","3,489","3,649","2,035","3,187","2,938","2,774","5,485","2,830"
2021,5,50,"98,326","24,313","2,153","3,367","2,691","2,692","3,599","1,907","1,856","2,704","2,055","1,289","31,191",963,"2,066","1,709","3,776","3,320","2,407","3,960","3,151","2,030","4,197","2,161","1,451","15,374",482,874,"1,542","2,065","2,596",944,"1,821","1,382","2,821",847,"27,448","1,645","1,424","2,750","1,980","2,340","2,910","1,590","2,630","2,582","1,836","3,506","2,255"
2021,5,60,"63,852","16,240","1,745","1,956","1,646","1,852","1,396","1,824","1,378","1,971","1,043","1,429","21,131",688,"1,814","1,494","2,622","2,668","1,738","2,262","2,040","1,431","2,397","1,042",935,"12,213",459,766,"1,279","1,642","1,321","1,065","1,658",935,"2,138",950,"14,268","1,126",935,"1,443","1,288","1,648","1,255",631,"1,036","1,082",816,"1,497","1,511"
2021,5,70,"31,223","8,763",932,970,835,"1,135",771,954,678,"1,079",558,851,"9,425",355,868,792,"1,154","1,326",741,"1,098",881,592,808,417,393,"6,667",260,416,709,952,648,668,945,458,999,612,"6,368",479,460,640,578,730,643,356,468,459,297,629,629
2021,5,80,"16,642","4,897",517,590,479,553,451,416,349,646,411,485,"5,031",178,427,364,652,633,445,618,488,309,419,275,223,"3,313",143,207,285,432,408,338,462,224,536,278,"3,401",222,242,391,334,375,342,187,288,236,170,293,321
2021,5,90,"3,076",946,89,99,98,107,87,86,64,117,90,109,904,36,71,63,140,107,76,109,69,51,86,65,31,535,12,32,48,61,66,54,64,45,92,61,691,56,54,69,57,77,62,35,66,54,31,69,61
2021,5,100,153,46,6,6,3,3,1,5,4,1,1,16,39,1,7,3,7,3,3,3,2,2,4,3,1,35,3,4,4,3,4,2,6,1,5,3,33,3,4,4,2,2,4,2,1,2,3,2,4
2021,6,총,"587,941","134,184","11,643","20,221","14,887","15,064","21,099","9,815","9,858","14,025","9,776","7,796","180,739","5,135","11,380","9,394","19,987","18,533","12,121","23,072","23,296","12,128","24,853","12,597","8,243","90,769","2,797","4,841","9,610","11,628","13,416","5,362","10,136","8,486","19,528","4,965","182,249","8,910","7,540","17,438","11,128","19,185","17,942","12,401","16,007","15,512","13,992","27,029","15,165"
2021,6,0,"45,459","8,442",637,"1,465","1,174",916,"1,618",397,557,675,673,330,"15,049",417,528,472,"1,445","1,146",677,"2,322","3,276",608,"2,590",773,795,"5,121",120,198,790,735,933,181,409,574,"1,047",134,"16,847",540,382,"1,316",572,"2,056","1,689","1,220","1,227","1,631","2,010","2,568","1,636"
2021,6,10,"56,333","13,304",871,"1,958","1,590","1,496","3,286",577,777,"1,272","1,003",474,"15,815",275,748,706,"1,672","1,477",989,"2,350","2,320",780,"2,585","1,064",849,"6,903",146,237,684,"1,050","1,437",314,639,788,"1,405",203,"20,311",895,696,"2,112","1,093","1,727","2,279","1,013","2,032","1,974","1,562","3,409","1,519"
2021,6,20,"88,119","19,695","1,535","3,948","1,878","2,090","3,001","1,281","1,466","1,983","1,385","1,128","25,534",747,"1,676","1,238","2,852","2,700","1,823","2,958","2,485","2,530","3,115","2,454",956,"14,760",409,801,"1,364","1,545","1,957",607,"1,515","1,624","4,152",786,"28,130","1,351","1,240","2,879","1,774","3,153","2,385","2,383","3,041","2,054","1,648","4,601","1,621"
2021,6,30,"84,740","15,169","1,397","2,644","1,713","1,716","2,213","1,044","1,221","1,449","1,028",744,"27,080",799,"1,477","1,136","2,729","2,337","1,476","3,279","4,527","2,023","4,021","2,198","1,078","12,240",423,705,"1,493","1,266","1,734",505,"1,254","1,044","3,276",540,"30,251","1,105",880,"2,451","1,487","3,565","2,738","2,931","2,046","2,489","2,839","4,932","2,788"
2021,6,40,"99,619","22,281","1,754","3,198","2,767","2,517","4,667","1,298","1,501","2,117","1,526",936,"29,425",692,"1,694","1,432","2,918","2,783","1,739","4,092","4,048","1,768","4,605","2,128","1,526","13,532",342,605,"1,360","1,859","2,304",690,"1,357","1,403","3,056",556,"34,381","1,486","1,201","3,366","1,955","3,490","3,644","2,031","3,161","2,939","2,780","5,502","2,826"
2021,6,50,"98,161","24,283","2,149","3,369","2,693","2,687","3,589","1,903","1,857","2,703","2,044","1,289","31,103",952,"2,061","1,687","3,773","3,323","2,395","3,950","3,142","2,032","4,182","2,159","1,447","15,349",482,860,"1,560","2,057","2,595",941,"1,817","1,378","2,812",847,"27,426","1,639","1,426","2,747","1,976","2,342","2,898","1,594","2,628","2,579","1,835","3,515","2,247"
2021,6,60,"64,360","16,363","1,758","1,976","1,660","1,848","1,412","1,845","1,393","1,981","1,058","1,432","21,295",687,"1,824","1,499","2,640","2,699","1,748","2,277","2,053","1,431","2,439","1,055",943,"12,317",458,776,"1,299","1,663","1,334","1,064","1,670",942,"2,163",948,"14,385","1,132",946,"1,461","1,296","1,663","1,256",642,"1,053","1,093",820,"1,506","1,517"
2021,6,70,"31,157","8,740",929,971,831,"1,133",767,959,669,"1,076",557,848,"9,413",349,865,791,"1,157","1,320",741,"1,101",881,593,798,423,394,"6,651",262,413,715,951,644,667,944,456,995,604,"6,353",481,462,641,574,733,637,353,459,460,293,632,628
2021,6,80,"16,767","4,920",521,588,478,555,458,421,348,650,409,492,"5,075",180,429,365,654,638,454,629,493,308,429,273,223,"3,328",140,210,294,438,409,339,461,228,526,283,"3,444",221,248,395,341,378,349,196,293,239,171,295,318
2021,6,90,"3,067",940,85,98,100,103,87,85,65,118,92,107,907,36,70,65,139,106,76,111,69,53,85,67,30,532,12,32,46,61,65,52,64,48,91,61,688,57,55,66,58,76,63,36,66,52,31,67,61
2021,6,100,159,47,7,6,3,3,1,5,4,1,1,16,43,1,8,3,8,4,3,3,2,2,4,3,2,36,3,4,5,3,4,2,6,1,5,3,33,3,4,4,2,2,4,2,1,2,3,2,4
2021,7,총,"587,732","134,046","11,649","20,166","14,843","15,048","21,102","9,813","9,859","14,038","9,741","7,787","180,733","5,103","11,402","9,351","19,962","18,621","12,126","23,076","23,299","12,103","24,860","12,587","8,243","90,846","2,798","4,847","9,718","11,622","13,400","5,350","10,121","8,481","19,549","4,960","182,107","8,886","7,509","17,426","11,103","19,233","17,879","12,422","15,976","15,481","13,990","27,000","15,202"
2021,7,0,"45,244","8,365",625,"1,464","1,162",901,"1,603",394,554,672,661,329,"14,996",416,531,461,"1,446","1,133",668,"2,321","3,265",604,"2,595",766,790,"5,120",119,204,797,734,929,180,404,574,"1,045",134,"16,763",545,371,"1,305",574,"2,059","1,677","1,225","1,203","1,630","1,995","2,543","1,636"
2021,7,10,"56,244","13,287",884,"1,935","1,586","1,492","3,287",574,787,"1,269","1,000",473,"15,787",268,751,695,"1,661","1,477",983,"2,347","2,328",777,"2,583","1,067",850,"6,887",149,236,692,"1,038","1,432",315,635,775,"1,408",207,"20,283",884,694,"2,108","1,084","1,733","2,263","1,023","2,033","1,970","1,577","3,388","1,526"
2021,7,20,"87,902","19,616","1,529","3,943","1,866","2,080","2,997","1,275","1,453","1,976","1,370","1,127","25,473",734,"1,669","1,231","2,828","2,734","1,837","2,947","2,474","2,519","3,106","2,434",960,"14,781",407,804,"1,391","1,549","1,959",608,"1,513","1,626","4,139",785,"28,032","1,347","1,233","2,870","1,760","3,163","2,363","2,372","3,031","2,033","1,640","4,601","1,619"
2021,7,30,"84,607","15,136","1,392","2,626","1,708","1,706","2,215","1,042","1,222","1,460","1,019",746,"27,012",791,"1,481","1,131","2,715","2,358","1,485","3,264","4,501","2,019","4,005","2,197","1,065","12,251",426,696,"1,517","1,258","1,722",493,"1,257","1,048","3,288",546,"30,208","1,106",877,"2,439","1,489","3,568","2,733","2,929","2,037","2,474","2,824","4,948","2,784"
2021,7,40,"99,391","22,202","1,765","3,182","2,753","2,524","4,648","1,288","1,498","2,106","1,513",925,"29,380",692,"1,679","1,421","2,906","2,796","1,720","4,093","4,057","1,766","4,613","2,113","1,524","13,503",338,607,"1,382","1,855","2,292",691,"1,339","1,397","3,056",546,"34,306","1,472","1,186","3,365","1,949","3,496","3,619","2,046","3,144","2,931","2,798","5,457","2,843"
2021,7,50,"98,210","24,298","2,144","3,372","2,693","2,677","3,609","1,909","1,862","2,700","2,043","1,289","31,099",942,"2,064","1,676","3,784","3,328","2,390","3,946","3,151","2,028","4,166","2,172","1,452","15,350",482,858,"1,568","2,062","2,591",933,"1,823","1,382","2,816",835,"27,463","1,631","1,430","2,761","1,960","2,335","2,892","1,591","2,635","2,588","1,839","3,548","2,253"
2021,7,60,"64,815","16,455","1,763","1,986","1,675","1,862","1,425","1,854","1,393","1,999","1,069","1,429","21,472",690,"1,838","1,511","2,651","2,713","1,766","2,312","2,070","1,440","2,470","1,064",947,"12,379",458,780,"1,308","1,672","1,343","1,068","1,678",946,"2,172",954,"14,509","1,138",953,"1,464","1,314","1,682","1,274",649,"1,068","1,105",825,"1,516","1,521"
2021,7,70,"31,255","8,762",935,963,827,"1,143",770,958,671,"1,081",564,850,"9,464",355,878,787,"1,165","1,333",742,"1,101",886,589,801,428,399,"6,666",262,415,720,950,652,664,948,451,999,605,"6,363",484,464,644,575,733,642,351,461,453,292,632,632
2021,7,80,"16,831","4,932",519,591,470,556,460,430,351,654,406,495,"5,097",178,432,370,657,640,455,630,494,307,435,274,225,"3,342",141,211,295,438,410,343,454,231,533,286,"3,460",217,242,399,339,386,352,199,295,242,167,300,322
2021,7,90,"3,077",947,86,98,101,104,87,84,64,120,95,108,909,36,71,65,140,105,77,112,71,52,82,69,29,533,14,32,44,63,66,53,64,50,88,59,688,59,55,68,57,76,60,35,68,53,30,65,62
2021,7,100,156,46,7,6,2,3,1,5,4,1,1,16,44,1,8,3,9,4,3,3,2,2,4,3,2,34,2,4,4,3,4,2,6,1,5,3,32,3,4,3,2,2,4,2,1,2,3,2,4
2021,8,총,"587,609","133,961","11,611","20,067","14,862","15,164","21,070","9,802","9,859","14,024","9,721","7,781","180,670","5,095","11,417","9,341","19,988","18,657","12,100","23,079","23,284","12,072","24,827","12,589","8,221","90,911","2,787","4,837","9,793","11,654","13,371","5,323","10,141","8,443","19,634","4,928","182,067","8,870","7,494","17,425","11,073","19,213","17,826","12,432","15,981","15,449","14,009","27,087","15,208"
2021,8,0,"44,995","8,306",617,"1,450","1,153",926,"1,590",392,544,664,647,323,"14,919",416,532,458,"1,452","1,127",657,"2,311","3,246",596,"2,581",767,776,"5,093",116,206,804,731,917,180,404,565,"1,036",134,"16,677",535,370,"1,299",565,"2,057","1,670","1,209","1,182","1,633","1,995","2,535","1,627"
2021,8,10,"56,086","13,288",877,"1,927","1,597","1,524","3,276",565,792,"1,260","1,000",470,"15,729",269,755,684,"1,648","1,462",972,"2,350","2,339",773,"2,566","1,061",850,"6,840",146,229,691,"1,039","1,416",311,634,761,"1,412",201,"20,229",877,690,"2,110","1,072","1,742","2,251","1,024","2,030","1,954","1,588","3,365","1,526"
