년도,월,나이,창원시,의창구,동읍,북면,대산면,의창동,팔룡동,명곡동,봉림동,용지동,성산구,반송동,중앙동,상남동,사파동,가음정동,성주동,웅남동,마산합포구,구산면,진동면,진북면,진전면,현동,가포동,월영동,문화동,반월중앙동,완월동,자산동,교방동,노산동,오동동,합포동,산호동,마산회원구,내서읍,회원1동,회원2동,석전동,회성동,양덕1동,양덕2동,합성1동,합성2동,구암1동,구암2동,봉암동,진해구,중앙동,태평동,충무동,여좌동,태백동,경화동,병암동,석동,이동,자은동,덕산동,풍호동,웅천동,웅동1동,웅동2동,용지동
2020,11,30,"134,483","35,465","1,811","8,137",658,"7,170","5,493","4,358","3,767","4,071","29,510","4,635","4,284","3,545","6,436","6,218","3,401",991,"20,390",307,"1,534",200,179,"2,606",59,"4,398","1,170","1,565",875,"1,019","1,791",,"2,353",771,"1,563","21,979","6,800",981,"1,240","2,373",566,"1,315","4,138","1,315",817,906,"1,120",408,"27,139",,,"2,246",711,386,"1,610",832,"2,177","1,019","3,302","1,348","4,107","2,486",748,"6,167",
2020,11,40,"168,074","41,133","3,244","7,113",809,"7,961","6,365","6,618","4,319","4,704","35,915","7,488","3,636","4,791","7,788","6,596","4,355","1,261","25,540",399,"1,948",327,313,"2,473",80,"5,374","1,405","2,296","1,246","1,476","2,282",,"3,030","1,007","1,884","30,390","11,617","1,404","1,329","2,372",747,"1,610","5,659","1,345","1,103","1,228","1,436",540,"35,096",,,"2,957","1,223",627,"1,767","1,275","3,416","1,300","3,772","1,715","5,023","2,062","1,103","8,856",
2020,11,50,"186,670","50,628","3,948","6,152","1,361","9,742","7,658","9,327","6,205","6,235","43,520","8,440","4,144","6,053","9,146","8,374","5,914","1,449","29,514",793,"2,048",735,735,"1,909",109,"5,894","1,904","2,520","1,765","2,006","2,456",,"3,284","1,184","2,172","34,591","12,447","1,805","1,583","2,959","1,199","1,974","5,348","1,657","1,432","1,802","1,728",657,"28,417",,,"2,252","1,422",912,"1,815","1,174","2,733","1,534","3,423","1,407","3,464","1,740","1,079","5,462",
2020,11,60,"140,989","34,341","3,139","4,784","1,595","6,422","4,012","5,926","4,855","3,608","23,625","4,876","2,568","2,957","5,143","4,265","2,616","1,200","29,775","1,147","1,997",877,984,"1,651",160,"4,640","2,076","2,409","1,716","2,122","2,673",,"3,667","1,404","2,252","29,821","7,553","2,270","1,772","3,001","1,467","2,183","4,199","1,586","1,583","1,889","1,690",628,"23,427",,,"2,115","1,569","1,023","1,691","1,168","1,913","1,638","2,541","1,290","2,825","1,388",968,"3,298",
2020,11,70,"63,185","13,315","1,664","1,831",923,"2,383","1,215","2,217","1,795","1,287","6,824","1,573",783,741,"1,470","1,160",574,523,"16,540",693,"1,036",529,742,738,76,"2,222","1,219","1,511",905,"1,167","1,535",,"2,148",795,"1,224","14,761","3,382","1,428",959,"1,669",851,"1,040","1,744",854,838,882,806,308,"11,745",,,"1,424","1,245",747,861,644,746,787,976,665,"1,093",644,461,"1,452",
2020,11,80,"26,144","5,681",819,916,498,908,478,834,710,518,"2,938",587,303,350,672,520,275,231,"6,979",332,466,315,503,262,38,733,529,671,441,449,570,,889,375,406,"5,278","1,378",574,347,526,361,337,580,277,244,296,241,117,"5,268",,,686,641,365,364,317,281,306,439,305,482,336,241,505,
2020,11,90,"3,413",771,97,145,69,122,67,100,94,77,438,86,53,63,96,76,30,34,990,63,71,56,85,40,7,111,81,82,44,51,82,,116,43,58,578,143,57,42,50,46,36,74,36,21,38,25,10,636,,,88,72,43,43,37,40,42,51,25,54,38,39,64,
2020,11,100,188,37,5,7,2,8,1,7,5,2,21,7,4,4,4,2,0,0,69,0,3,2,2,0,2,4,5,8,3,3,22,,7,3,5,43,4,6,4,3,6,3,2,4,2,3,3,3,18,,,2,1,2,3,2,2,1,1,1,1,1,0,1,
2020,12,총,"1,036,738","262,408","20,051","43,411","7,225","50,992","37,958","42,402","30,336","30,033","214,570","41,935","22,953","28,257","45,636","41,241","26,615","7,933","175,716","4,318","12,349","3,544","4,004","14,293",941,"35,173","11,277","14,882","9,274","10,874","15,508",,"19,688","6,921","12,670","191,289","64,835","10,504","9,994","17,142","6,298","11,289","31,851","9,479","7,772","9,082","9,674","3,369","192,755",,,"17,355","8,754","5,040","11,402","7,545","17,463","8,576","21,460","10,224","26,083","12,733","6,465","39,655",
2020,12,0,"83,470","21,491","1,163","6,558",251,"4,403","3,117","2,375","1,496","2,128","16,557","3,291","1,226","2,113","3,513","3,727","2,198",489,"12,639",122,"1,139",70,61,"2,220",49,"3,298",513,908,425,491,"1,167",,"1,084",330,762,"13,406","5,180",411,639,"1,118",152,589,"3,242",673,290,435,521,156,"19,377",,,"1,549",352,181,"1,078",558,"1,523",372,"2,446","1,070","3,546","1,821",536,"4,345",
2020,12,10,"99,727","23,649","1,901","3,675",410,"4,718","3,877","4,049","2,246","2,773","23,111","5,325","1,449","3,442","4,870","4,108","3,140",777,"13,764",165,"1,043",156,146,"1,219",34,"3,447",739,"1,384",743,910,"1,247",,"1,151",419,961,"18,250","8,144",628,784,"1,258",335,845,"3,475",610,468,660,825,218,"20,953",,,"1,839",680,286,"1,012",752,"2,420",546,"2,223","1,216","3,241",947,699,"5,092",
2020,12,20,"130,040","35,899","2,286","3,984",648,"7,074","5,702","6,672","4,849","4,684","32,346","5,686","4,514","4,216","6,578","6,194","4,162",996,"18,922",308,"1,085",279,247,"1,215",129,"4,452","1,681","1,605","1,141","1,197","1,525",,"1,994",626,"1,438","22,353","8,276",947,"1,157","1,860",604,"1,351","3,424","1,146",982,957,"1,309",340,"20,520",,,"2,190",855,503,"1,168",779,"2,210","1,022","2,317","1,156","2,289","1,263",604,"4,164",
2020,12,30,"134,008","35,336","1,794","8,101",662,"7,164","5,471","4,322","3,770","4,052","29,336","4,609","4,279","3,509","6,384","6,219","3,363",973,"20,485",298,"1,509",203,182,"2,554",90,"4,642","1,146","1,542",860,997,"1,847",,"2,326",750,"1,539","21,819","6,712",976,"1,290","2,353",556,"1,312","4,108","1,292",813,905,"1,104",398,"27,032",,,"2,243",716,381,"1,588",830,"2,165","1,021","3,280","1,340","4,047","2,472",733,"6,216",
2020,12,40,"167,792","41,056","3,231","7,180",816,"7,946","6,334","6,572","4,287","4,690","35,739","7,453","3,632","4,769","7,741","6,576","4,314","1,254","25,651",399,"1,945",326,312,"2,462",111,"5,506","1,401","2,268","1,230","1,465","2,326",,"3,024","1,004","1,872","30,228","11,542","1,393","1,354","2,358",736,"1,601","5,660","1,332","1,090","1,214","1,418",530,"35,118",,,"2,954","1,203",622,"1,762","1,280","3,412","1,284","3,753","1,734","5,028","2,061","1,100","8,925",
2020,12,50,"186,508","50,585","3,942","6,177","1,339","9,763","7,660","9,292","6,210","6,202","43,432","8,402","4,140","6,044","9,123","8,360","5,918","1,445","29,526",788,"2,037",725,736,"1,911",160,"5,972","1,891","2,498","1,749","1,983","2,471",,"3,266","1,173","2,166","34,527","12,451","1,783","1,607","2,947","1,191","1,964","5,317","1,660","1,436","1,788","1,727",656,"28,438",,,"2,256","1,412",895,"1,819","1,174","2,723","1,534","3,414","1,418","3,446","1,753","1,075","5,519",
2020,12,60,"141,873","34,530","3,143","4,818","1,608","6,477","4,023","5,955","4,890","3,616","23,776","4,899","2,567","3,001","5,167","4,297","2,636","1,209","30,028","1,151","2,006",884,981,"1,671",212,"4,754","2,072","2,401","1,736","2,154","2,703",,"3,674","1,400","2,229","29,961","7,616","2,288","1,797","2,983","1,472","2,191","4,218","1,593","1,580","1,899","1,693",631,"23,578",,,"2,114","1,577","1,022","1,698","1,177","1,930","1,651","2,551","1,290","2,860","1,389",969,"3,350",
2020,12,70,"63,369","13,338","1,659","1,843",913,"2,399","1,224","2,225","1,785","1,290","6,877","1,590",786,743,"1,489","1,163",577,529,"16,569",692,"1,039",526,747,732,103,"2,229","1,219","1,504",901,"1,172","1,542",,"2,142",794,"1,227","14,786","3,382","1,429",963,"1,683",838,"1,056","1,737",857,844,887,801,309,"11,799",,,"1,430","1,236",737,868,643,751,796,992,670,"1,087",649,472,"1,468",
2020,12,80,"26,327","5,713",829,922,504,917,481,835,704,521,"2,938",586,304,352,673,518,277,228,"7,057",332,471,318,501,269,42,751,531,685,442,451,576,,901,378,409,"5,331","1,381",583,354,528,366,341,594,277,247,296,247,117,"5,288",,,693,645,369,364,317,284,309,435,302,484,337,237,512,
2020,12,90,"3,436",775,98,146,72,123,68,98,94,76,438,88,52,64,94,77,30,33,"1,006",63,72,55,89,40,9,118,79,79,44,50,82,,120,44,62,583,146,60,45,50,42,36,74,35,20,38,26,11,634,,,85,77,42,42,33,43,40,48,27,54,40,40,63,
2020,12,100,188,36,5,7,2,8,1,7,5,1,20,6,4,4,4,2,0,0,69,0,3,2,2,0,2,4,5,8,3,4,22,,6,3,5,45,5,6,4,4,6,3,2,4,2,3,3,3,18,,,2,1,2,3,2,2,1,1,1,1,1,0,1,
2021,1,총,"1,036,203","261,845","20,005","43,429","7,210","50,978","37,794","42,245","30,277","29,907","214,067","41,830","22,937","28,095","45,591","41,135","26,563","7,916","176,636","4,298","12,293","3,531","3,997","14,217",976,"36,355","11,235","14,811","9,245","10,818","15,720",,"19,660","6,897","12,583","190,739","64,576","10,455","10,061","17,135","6,271","11,224","31,724","9,446","7,750","9,082","9,650","3,365","192,916",,,"17,293","8,702","5,025","11,360","7,524","17,458","8,588","21,458","10,248","26,013","12,838","6,454","39,955",
2021,1,0,"82,996","21,319","1,155","6,510",247,"4,378","3,078","2,357","1,478","2,116","16,412","3,260","1,213","2,079","3,487","3,698","2,191",484,"12,761",119,"1,122",69,58,"2,186",48,"3,538",504,889,422,487,"1,192",,"1,065",327,735,"13,278","5,111",407,646,"1,122",154,574,"3,209",665,287,432,516,155,"19,226",,,"1,533",351,176,"1,056",548,"1,497",374,"2,416","1,074","3,482","1,839",530,"4,350",
2021,1,10,"99,440","23,531","1,881","3,718",399,"4,688","3,863","4,008","2,233","2,741","22,949","5,313","1,435","3,416","4,843","4,066","3,113",763,"13,829",163,"1,022",153,141,"1,214",35,"3,545",721,"1,383",735,897,"1,280",,"1,162",416,962,"18,135","8,070",614,794,"1,257",336,840,"3,458",606,471,663,809,217,"20,996",,,"1,846",669,289,"1,013",750,"2,426",534,"2,226","1,216","3,246",960,692,"5,129",
2021,1,20,"129,657","35,688","2,286","3,929",649,"7,060","5,680","6,602","4,836","4,646","32,206","5,640","4,523","4,167","6,575","6,155","4,141","1,005","18,989",302,"1,084",279,234,"1,203",133,"4,537","1,703","1,590","1,137","1,198","1,556",,"1,983",622,"1,428","22,228","8,246",944,"1,144","1,843",595,"1,349","3,379","1,139",965,968,"1,315",341,"20,546",,,"2,160",834,498,"1,153",780,"2,216","1,037","2,318","1,171","2,298","1,272",604,"4,205",
2021,1,30,"133,525","35,134","1,795","8,031",660,"7,146","5,403","4,306","3,773","4,020","29,235","4,570","4,262","3,483","6,367","6,225","3,355",973,"20,645",293,"1,476",201,187,"2,503",100,"4,955","1,129","1,525",843,981,"1,875",,"2,325",742,"1,510","21,671","6,624",960,"1,324","2,353",550,"1,305","4,075","1,279",815,889,"1,101",396,"26,840",,,"2,215",715,381,"1,567",814,"2,160","1,025","3,254","1,334","3,971","2,474",723,"6,207",
2021,1,40,"167,596","40,969","3,195","7,242",804,"7,983","6,299","6,521","4,247","4,678","35,561","7,422","3,632","4,729","7,710","6,523","4,300","1,245","25,801",396,"1,934",322,310,"2,462",115,"5,702","1,381","2,252","1,229","1,454","2,377",,"3,000",997,"1,870","30,049","11,457","1,392","1,356","2,356",718,"1,579","5,632","1,332","1,091","1,202","1,403",531,"35,216",,,"2,952","1,194",621,"1,760","1,273","3,405","1,278","3,760","1,735","5,036","2,096","1,108","8,998",
2021,1,50,"186,213","50,435","3,922","6,182","1,331","9,727","7,630","9,261","6,195","6,187","43,291","8,375","4,134","6,011","9,112","8,337","5,881","1,441","29,572",788,"2,040",721,737,"1,900",159,"6,050","1,901","2,490","1,743","1,973","2,492",,"3,277","1,174","2,127","34,446","12,450","1,766","1,609","2,941","1,186","1,946","5,313","1,655","1,412","1,794","1,725",649,"28,469",,,"2,241","1,397",882,"1,817","1,163","2,736","1,534","3,418","1,409","3,453","1,747","1,073","5,599",
2021,1,60,"142,901","34,819","3,161","4,888","1,622","6,528","4,058","6,022","4,906","3,634","24,047","4,943","2,584","3,037","5,220","4,358","2,693","1,212","30,175","1,146","2,017",885,988,"1,698",219,"4,884","2,064","2,404","1,738","2,138","2,710",,"3,665","1,393","2,226","30,074","7,673","2,301","1,807","2,990","1,471","2,186","4,231","1,595","1,590","1,897","1,700",633,"23,786",,,"2,122","1,582","1,034","1,718","1,188","1,936","1,658","2,575","1,298","2,895","1,412",967,"3,401",
2021,1,70,"63,664","13,397","1,669","1,847",919,"2,413","1,235","2,231","1,798","1,285","6,940","1,620",789,752,"1,503","1,164",580,532,"16,641",689,"1,043",528,742,739,113,"2,251","1,215","1,510",907,"1,180","1,553",,"2,131",796,"1,244","14,854","3,402","1,427",974,"1,690",842,"1,055","1,747",861,848,896,800,312,"11,832",,,"1,430","1,235",732,866,654,747,793,"1,002",677,"1,088",650,477,"1,481",
2021,1,80,"26,535","5,724",836,928,503,921,484,828,704,520,"2,966",594,307,354,676,530,276,229,"7,134",336,477,314,508,272,43,767,533,680,443,457,580,,927,383,414,"5,374","1,394",581,357,531,369,351,601,276,249,298,251,116,"5,337",,,706,646,367,366,316,290,312,436,306,488,345,239,520,
2021,1,90,"3,484",793,100,147,74,126,63,102,102,79,440,87,54,63,94,77,33,32,"1,018",65,75,57,90,40,9,121,80,80,45,49,83,,119,43,62,583,144,56,46,48,44,35,77,34,20,40,27,12,650,,,86,78,43,41,36,43,42,52,27,55,42,41,64,
2021,1,100,192,36,5,7,2,8,1,7,5,1,20,6,4,4,4,2,0,0,71,1,3,2,2,0,2,5,4,8,3,4,22,,6,4,5,47,5,7,4,4,6,4,2,4,2,3,3,3,18,,,2,1,2,3,2,2,1,1,1,1,1,0,1,
2021,2,총,"1,035,574","261,339","19,921","43,411","7,205","50,855","37,736","42,094","30,235","29,882","213,520","41,739","22,889","28,044","45,426","41,024","26,501","7,897","177,905","4,275","12,248","3,526","3,983","14,128",986,"38,039","11,204","14,740","9,207","10,744","15,874",,"19,562","6,864","12,525","190,068","64,276","10,408","10,117","17,056","6,238","11,196","31,608","9,434","7,715","9,049","9,620","3,351","192,742",,,"17,187","8,665","4,981","11,301","7,509","17,388","8,578","21,427","10,235","25,906","12,827","6,411","40,327",
2021,2,0,"82,618","21,163","1,136","6,476",247,"4,334","3,057","2,342","1,452","2,119","16,237","3,238","1,180","2,068","3,440","3,646","2,184",481,"13,029",119,"1,096",69,57,"2,156",49,"3,923",502,875,423,471,"1,213",,"1,039",318,719,"13,107","5,034",386,649,"1,113",152,571,"3,172",662,278,424,515,151,"19,082",,,"1,506",345,173,"1,041",540,"1,486",366,"2,399","1,065","3,433","1,825",510,"4,393",
2021,2,10,"99,084","23,448","1,870","3,745",391,"4,659","3,857","3,974","2,239","2,713","22,793","5,279","1,438","3,392","4,802","4,045","3,087",750,"13,913",157,"1,023",148,141,"1,205",38,"3,714",711,"1,368",724,878,"1,289",,"1,152",412,953,"18,004","7,995",608,796,"1,240",333,839,"3,440",603,476,653,801,220,"20,926",,,"1,839",658,280,"1,008",752,"2,405",541,"2,227","1,209","3,229",956,688,"5,134",
2021,2,20,"129,021","35,445","2,273","3,890",650,"6,998","5,631","6,522","4,834","4,647","32,034","5,621","4,497","4,152","6,531","6,123","4,104","1,006","19,036",300,"1,072",272,228,"1,188",135,"4,673","1,693","1,585","1,122","1,179","1,570",,"1,995",617,"1,407","22,027","8,169",943,"1,142","1,825",588,"1,337","3,352","1,135",946,963,"1,296",331,"20,479",,,"2,128",825,493,"1,132",773,"2,196","1,043","2,298","1,171","2,301","1,261",609,"4,249",
2021,2,30,"133,049","35,016","1,779","8,006",657,"7,114","5,387","4,289","3,758","4,026","29,133","4,524","4,272","3,460","6,328","6,224","3,359",966,"20,855",283,"1,449",206,182,"2,441",103,"5,348","1,108","1,500",836,963,"1,927",,"2,271",740,"1,498","21,426","6,549",924,"1,332","2,318",543,"1,288","4,046","1,267",798,880,"1,092",389,"26,619",,,"2,193",696,378,"1,538",806,"2,130","1,006","3,236","1,321","3,905","2,478",712,"6,220",
2021,2,40,"167,502","40,801","3,153","7,275",792,"7,984","6,264","6,464","4,218","4,651","35,417","7,417","3,631","4,702","7,665","6,489","4,278","1,235","26,101",391,"1,945",320,307,"2,470",118,"6,019","1,375","2,238","1,220","1,451","2,408",,"2,992",988,"1,859","29,948","11,410","1,387","1,368","2,360",709,"1,573","5,605","1,335","1,091","1,187","1,390",533,"35,235",,,"2,936","1,186",611,"1,755","1,271","3,381","1,272","3,771","1,740","5,029","2,083","1,086","9,114",
2021,2,50,"186,064","50,312","3,896","6,158","1,330","9,710","7,643","9,227","6,175","6,173","43,218","8,359","4,115","6,005","9,092","8,318","5,892","1,437","29,589",781,"2,031",718,730,"1,912",157,"6,165","1,897","2,482","1,726","1,960","2,497",,"3,251","1,162","2,120","34,350","12,433","1,764","1,623","2,923","1,171","1,942","5,288","1,657","1,399","1,783","1,722",645,"28,595",,,"2,225","1,402",873,"1,815","1,167","2,763","1,531","3,420","1,407","3,475","1,758","1,074","5,685",
2021,2,60,"143,802","35,100","3,191","4,926","1,636","6,561","4,107","6,081","4,940","3,658","24,266","4,970","2,596","3,089","5,274","4,404","2,709","1,224","30,370","1,149","2,029",885,982,"1,698",216,"5,005","2,075","2,415","1,751","2,144","2,716",,"3,671","1,396","2,238","30,180","7,705","2,307","1,816","2,989","1,472","2,190","4,258","1,595","1,593","1,915","1,703",637,"23,886",,,"2,129","1,582","1,030","1,729","1,192","1,942","1,669","2,580","1,311","2,896","1,424",971,"3,431",
2021,2,70,"63,943","13,453","1,663","1,853",919,"2,434","1,232","2,257","1,803","1,292","6,986","1,640",797,752,"1,519","1,165",581,532,"16,697",693,"1,050",532,748,740,116,"2,284","1,222","1,504",905,"1,174","1,558",,"2,136",793,"1,242","14,955","3,418","1,440",984,"1,689",847,"1,066","1,757",858,863,902,817,314,"11,852",,,"1,431","1,237",728,869,655,742,791,"1,000",679,"1,094",650,471,"1,505",
2021,2,80,"26,750","5,764",851,925,506,926,493,833,705,525,"2,968",595,304,358,678,531,270,232,"7,200",334,471,316,515,278,44,779,537,684,450,471,591,,925,388,417,"5,432","1,412",584,352,546,375,352,611,284,249,297,254,116,"5,386",,,708,653,369,369,314,298,317,441,303,487,349,248,530,
2021,2,90,"3,547",800,104,150,74,126,64,99,106,77,446,89,55,62,93,76,37,34,"1,044",67,79,58,91,40,8,124,80,81,47,49,83,,124,46,67,593,146,58,51,49,42,35,77,34,20,42,27,12,664,,,89,80,45,42,37,43,41,54,28,56,42,42,65,
2021,2,100,194,37,5,7,3,9,1,6,5,1,22,7,4,4,4,3,0,0,71,1,3,2,2,0,2,5,4,8,3,4,22,,6,4,5,46,5,7,4,4,6,3,2,4,2,3,3,3,18,,,3,1,1,3,2,2,1,1,1,1,1,0,1,
2021,3,총,"1,034,977","260,953","19,896","43,411","7,170","50,764","37,691","41,960","30,258","29,803","212,926","41,519","22,907","27,959","45,309","40,920","26,446","7,866","178,773","4,253","12,220","3,486","3,950","14,179",982,"39,226","11,173","14,670","9,178","10,691","15,922",,"19,540","6,840","12,463","189,593","64,130","10,361","10,116","17,054","6,220","11,172","31,556","9,393","7,671","9,034","9,566","3,320","192,732",,,"17,080","8,625","4,961","11,313","7,506","17,334","8,586","21,439","10,191","25,879","12,824","6,418","40,576",
2021,3,0,"82,271","21,065","1,124","6,454",243,"4,297","3,046","2,336","1,450","2,115","16,116","3,194","1,177","2,059","3,409","3,622","2,185",470,"13,129",113,"1,090",65,56,"2,152",49,"4,098",493,856,417,472,"1,203",,"1,034",316,715,"12,993","4,977",377,657,"1,116",157,561,"3,155",657,267,414,506,149,"18,968",,,"1,487",341,171,"1,029",537,"1,463",369,"2,397","1,053","3,412","1,812",504,"4,393",
2021,3,10,"98,675","23,296","1,852","3,774",387,"4,619","3,830","3,934","2,219","2,681","22,589","5,245","1,422","3,360","4,752","4,015","3,048",747,"13,950",151,"1,025",146,139,"1,206",38,"3,807",713,"1,356",715,856,"1,294",,"1,142",408,954,"17,894","7,950",607,791,"1,234",326,840,"3,410",586,472,653,808,217,"20,946",,,"1,825",648,282,"1,007",750,"2,400",542,"2,240","1,199","3,241",969,683,"5,160",
2021,3,20,"128,613","35,324","2,253","3,864",634,"6,973","5,624","6,468","4,877","4,631","31,825","5,544","4,511","4,123","6,525","6,042","4,075","1,005","19,144",292,"1,061",263,221,"1,198",130,"4,824","1,705","1,578","1,108","1,174","1,565",,"2,006",622,"1,397","21,886","8,128",929,"1,126","1,815",578,"1,329","3,342","1,129",953,961,"1,272",324,"20,434",,,"2,085",812,485,"1,142",783,"2,168","1,066","2,285","1,167","2,292","1,246",603,"4,300",
2021,3,30,"132,824","34,952","1,786","7,945",654,"7,086","5,429","4,285","3,740","4,027","29,025","4,488","4,281","3,448","6,280","6,221","3,348",959,"21,071",279,"1,444",199,177,"2,422",106,"5,658","1,104","1,484",838,951,"1,940",,"2,255",734,"1,480","21,330","6,505",922,"1,338","2,310",547,"1,286","4,038","1,265",779,874,"1,080",386,"26,446",,,"2,187",687,373,"1,521",797,"2,108",993,"3,210","1,288","3,858","2,487",722,"6,215",
2021,3,40,"167,124","40,648","3,127","7,310",788,"7,981","6,197","6,422","4,204","4,619","35,181","7,336","3,595","4,675","7,622","6,453","4,266","1,234","26,200",393,"1,930",314,297,"2,488",118,"6,212","1,358","2,225","1,204","1,438","2,422",,"2,977",984,"1,840","29,800","11,343","1,371","1,363","2,359",702,"1,577","5,590","1,329","1,081","1,187","1,376",522,"35,295",,,"2,924","1,179",611,"1,763","1,265","3,388","1,274","3,775","1,732","5,052","2,074","1,083","9,175",
2021,3,50,"185,570","50,090","3,895","6,125","1,311","9,685","7,643","9,172","6,120","6,139","43,105","8,342","4,140","5,982","9,056","8,295","5,866","1,424","29,553",766,"2,002",708,723,"1,927",154,"6,278","1,877","2,463","1,715","1,938","2,501",,"3,246","1,155","2,100","34,236","12,442","1,752","1,610","2,906","1,161","1,924","5,285","1,630","1,393","1,771","1,718",644,"28,586",,,"2,203","1,388",859,"1,815","1,161","2,762","1,527","3,421","1,415","3,460","1,752","1,069","5,754",
2021,3,60,"145,044","35,456","3,225","5,005","1,648","6,615","4,132","6,134","4,996","3,701","24,612","5,032","2,610","3,128","5,362","4,485","2,766","1,229","30,607","1,159","2,057",886,984,"1,716",216,"5,116","2,073","2,430","1,771","2,147","2,737",,"3,680","1,396","2,239","30,313","7,771","2,315","1,831","3,008","1,473","2,194","4,270","1,613","1,588","1,920","1,698",632,"24,056",,,"2,132","1,586","1,033","1,750","1,199","1,960","1,663","2,603","1,317","2,929","1,446",983,"3,455",
2021,3,70,"64,211","13,504","1,674","1,858",918,"2,443","1,228","2,268","1,826","1,289","7,018","1,635",808,760,"1,516","1,178",588,533,"16,780",699,"1,059",533,745,747,115,"2,307","1,223","1,511",908,"1,188","1,565",,"2,144",787,"1,249","15,006","3,435","1,433",989,"1,700",854,"1,065","1,765",854,862,912,822,315,"11,903",,,"1,429","1,237",731,871,658,746,796,"1,012",684,"1,097",644,474,"1,524",
2021,3,80,"26,894","5,769",857,918,510,925,494,833,710,522,"2,998",611,307,359,694,529,267,231,"7,220",332,468,311,513,284,46,797,544,676,451,474,594,,927,386,417,"5,499","1,429",591,357,552,374,358,620,291,254,300,257,116,"5,408",,,715,666,371,370,315,294,315,441,306,482,348,255,530,
2021,3,90,"3,596",812,98,151,74,131,67,102,111,78,447,89,55,61,92,79,37,34,"1,063",68,83,60,94,39,8,124,79,83,48,49,85,,126,49,68,601,146,57,53,52,42,35,80,35,21,40,27,13,673,,,90,80,45,42,40,43,40,54,29,54,45,42,69,
2021,3,100,155,37,5,7,3,9,1,6,5,1,10,3,1,4,1,1,0,0,56,1,1,1,1,0,2,5,4,8,3,4,16,,3,3,4,35,4,7,1,2,6,3,1,4,1,2,2,2,17,,,3,1,0,3,1,2,1,1,1,2,1,0,1,
2021,4,총,"1,034,705","260,623","19,881","43,444","7,149","50,736","37,605","41,822","30,238","29,748","212,662","41,492","22,910","27,927","45,259","40,848","26,398","7,828","179,434","4,249","12,215","3,469","3,934","14,171",980,"40,073","11,136","14,675","9,136","10,637","15,969",,"19,549","6,816","12,425","189,134","64,005","10,326","10,077","17,027","6,187","11,128","31,528","9,373","7,641","9,010","9,522","3,310","192,852",,,"17,066","8,602","4,922","11,260","7,496","17,355","8,559","21,456","10,181","25,885","12,862","6,431","40,777",
2021,4,0,"81,826","20,939","1,125","6,435",242,"4,252","3,043","2,311","1,432","2,099","15,972","3,177","1,164","2,039","3,372","3,602","2,160",458,"13,189",113,"1,079",64,52,"2,140",47,"4,232",487,848,406,470,"1,193",,"1,024",315,719,"12,863","4,922",376,656,"1,114",152,553,"3,125",654,265,397,502,147,"18,863",,,"1,482",335,169,"1,023",540,"1,449",357,"2,371","1,041","3,412","1,806",491,"4,387",
2021,4,10,"98,578","23,203","1,831","3,802",379,"4,610","3,810","3,902","2,202","2,667","22,544","5,228","1,442","3,333","4,751","4,002","3,037",751,"14,017",150,"1,035",138,138,"1,230",38,"3,878",697,"1,356",708,846,"1,306",,"1,153",405,939,"17,870","7,928",603,787,"1,236",324,836,"3,422",584,466,665,801,218,"20,944",,,"1,818",645,278,996,744,"2,407",538,"2,242","1,198","3,239",970,687,"5,182",
2021,4,20,"128,424","35,182","2,252","3,826",626,"6,975","5,580","6,421","4,877","4,625","31,792","5,535","4,527","4,117","6,512","6,039","4,060","1,002","19,167",288,"1,055",260,221,"1,188",130,"4,908","1,704","1,589","1,090","1,165","1,560",,"1,999",621,"1,389","21,820","8,138",922,"1,127","1,804",573,"1,318","3,330","1,126",943,955,"1,265",319,"20,463",,,"2,100",821,474,"1,138",783,"2,160","1,052","2,287","1,169","2,286","1,250",609,"4,334",
2021,4,30,"132,474","34,874","1,782","7,911",645,"7,054","5,444","4,273","3,754","4,011","28,919","4,493","4,262","3,451","6,264","6,183","3,332",934,"21,222",277,"1,435",199,177,"2,394",105,"5,877","1,100","1,470",842,930,"1,960",,"2,253",730,"1,473","21,136","6,429",918,"1,318","2,308",536,"1,277","4,018","1,254",766,860,"1,069",383,"26,323",,,"2,169",688,367,"1,501",798,"2,114",989,"3,188","1,289","3,835","2,467",713,"6,205",
2021,4,40,"167,133","40,571","3,123","7,337",776,"7,984","6,162","6,391","4,201","4,597","35,089","7,301","3,574","4,683","7,605","6,441","4,252","1,233","26,342",391,"1,947",315,289,"2,503",116,"6,358","1,349","2,227","1,201","1,436","2,426",,"2,974",982,"1,828","29,762","11,330","1,360","1,368","2,359",703,"1,580","5,576","1,322","1,089","1,190","1,367",518,"35,369",,,"2,931","1,171",601,"1,741","1,259","3,388","1,280","3,791","1,725","5,063","2,085","1,090","9,244",
2021,4,50,"185,191","49,953","3,896","6,141","1,318","9,665","7,596","9,126","6,079","6,132","42,992","8,331","4,124","5,948","9,042","8,264","5,860","1,423","29,534",766,"1,989",699,713,"1,922",155,"6,370","1,862","2,451","1,712","1,925","2,500",,"3,235","1,147","2,088","34,075","12,421","1,734","1,594","2,872","1,145","1,920","5,279","1,624","1,377","1,765","1,705",639,"28,637",,,"2,201","1,379",851,"1,819","1,160","2,767","1,519","3,433","1,413","3,471","1,767","1,072","5,785",
