년도,월,나이,전주시,완산구,중앙동,풍남동,노송동,완산동,동서학동,서서학동,중화산1동,중화산2동,서신동,평화1동,평화2동,삼천1동,삼천2동,삼천3동,효자1동,효자2동,효자3동,효자4동,효자5동,덕진구,진북동,인후1동,인후2동,인후3동,덕진동,금암1동,금암2동,팔복동,우아1동,우아2동,호성동,송천1동,송천2동,조촌동,여의동,혁신동,전주시효자출장소
2021,7,70,"24,708","13,410",522,395,870,412,435,615,634,474,"1,226",990,"1,655",507,609,828,705,562,682,765,524,"11,298","1,156",862,746,"1,019",753,357,696,508,419,531,780,"1,044",911,548,775,193,0
2021,7,80,"12,892","7,027",283,190,463,242,268,314,328,255,640,539,910,271,287,494,324,221,337,401,260,"5,865",617,374,332,533,347,183,329,239,214,301,447,557,475,389,417,111,0
2021,7,90,"2,241","1,291",51,44,80,41,51,46,52,54,97,96,143,50,53,110,51,39,76,105,52,950,79,60,46,82,66,31,30,37,41,56,76,109,84,59,67,27,0
2021,7,100,79,48,8,0,4,0,1,3,2,3,1,2,6,2,1,2,2,1,3,2,5,31,3,2,3,3,3,0,3,1,0,1,3,0,3,0,5,1,0
2021,8,총,"334,062","173,257","3,717","2,030","6,209","2,735","3,180","4,413","7,514","9,835","21,243","6,682","23,847","5,956","6,973","11,384","5,650","5,328","7,815","20,337","18,409","160,805","7,247","9,579","5,683","16,428","10,253","3,586","5,024","3,451","5,193","6,952","10,535","31,468","13,558","6,123","15,303","10,422",0
2021,8,0,"25,500","11,521",142,44,278,118,136,134,419,654,"1,599",257,"1,902",319,323,749,268,256,426,"2,087","1,410","13,979",274,723,262,"1,250",973,106,192,137,354,407,713,"3,873","1,002",399,"1,808","1,506",0
2021,8,10,"34,011","16,816",229,67,360,187,197,301,588,"1,244","2,384",370,"2,539",512,587,"1,108",427,425,742,"2,368","2,181","17,195",469,"1,149",333,"1,977",777,165,290,223,418,603,"1,224","4,270","1,493",474,"1,501","1,829",0
2021,8,20,"44,275","23,696",384,186,648,278,305,469,"1,135","1,581","3,107",658,"2,780",771,935,"1,398",647,694,964,"3,042","3,714","20,579",811,"1,090",778,"2,291","1,618","1,017",711,344,711,953,"1,220","3,712","1,893",687,"1,767",976,0
2021,8,30,"40,175","19,479",354,140,620,255,253,332,808,"1,125","2,652",567,"2,580",553,634,"1,068",521,546,810,"2,777","2,884","20,696",583,953,591,"1,965","1,696",392,465,283,633,842,994,"4,881","1,444",821,"2,563","1,590",0
2021,8,40,"53,870","27,104",408,189,753,325,360,514,"1,018","1,775","3,718",785,"3,942",866,895,"1,780",729,686,"1,105","3,640","3,616","26,766",851,"1,626",650,"3,102","1,438",333,556,395,741,"1,136","1,688","6,238","2,140",819,"2,555","2,498",0
2021,8,50,"54,193","29,518",587,304,968,396,490,733,"1,333","1,655","3,661","1,131","4,061","1,163","1,417","2,297",964,945,"1,445","3,264","2,704","24,675","1,156","1,467",900,"2,627","1,393",485,794,597,867,"1,197","1,844","4,368","2,446","1,037","2,332","1,165",0
2021,8,60,"42,041","23,300",747,472,"1,163",476,685,948,"1,189","1,014","2,156","1,287","3,328",947,"1,235","1,540","1,003",946,"1,216","1,885","1,063","18,741","1,249","1,274","1,043","1,568","1,186",520,952,684,789,921,"1,551","2,416","1,661",886,"1,514",527,0
2021,8,70,"24,739","13,439",522,396,872,415,430,619,637,475,"1,227",988,"1,654",509,605,832,709,568,691,768,522,"11,300","1,152",859,748,"1,023",754,354,696,506,423,533,782,"1,047",911,553,769,190,0
2021,8,80,"12,910","7,027",286,188,460,245,267,315,333,252,642,541,911,264,286,500,326,221,338,399,253,"5,883",617,373,327,536,349,183,335,244,217,304,442,552,481,386,422,115,0
2021,8,90,"2,269","1,308",50,44,83,40,55,44,52,57,96,97,144,50,55,110,54,40,75,105,57,961,83,63,48,86,66,31,30,37,40,55,74,111,84,61,67,25,0
2021,8,100,79,49,8,0,4,0,2,4,2,3,1,1,6,2,1,2,2,1,3,2,5,30,2,2,3,3,3,0,3,1,0,1,3,0,3,0,5,1,0
2021,9,총,"334,308","173,194","3,714","2,029","6,200","2,753","3,184","4,393","7,509","9,854","21,229","6,678","23,822","5,952","6,972","11,378","5,639","5,301","7,818","20,321","18,448","161,114","7,250","9,553","5,654","16,391","10,294","3,626","5,006","3,441","5,679","6,946","10,420","31,463","13,545","6,130","15,293","10,423",0
2021,9,0,"25,380","11,450",141,44,271,124,133,128,415,651,"1,591",258,"1,894",310,322,749,262,254,422,"2,077","1,404","13,930",275,717,258,"1,227",970,107,193,136,407,397,690,"3,860",994,402,"1,804","1,493",0
2021,9,10,"33,989","16,773",232,71,366,181,198,297,583,"1,244","2,373",370,"2,525",516,587,"1,098",423,420,740,"2,370","2,179","17,216",462,"1,137",327,"1,960",788,167,286,218,456,612,"1,218","4,282","1,497",471,"1,494","1,841",0
2021,9,20,"44,308","23,691",380,181,643,291,303,463,"1,150","1,579","3,107",652,"2,772",779,929,"1,407",649,691,956,"3,034","3,725","20,617",798,"1,096",762,"2,295","1,636","1,063",709,343,764,951,"1,200","3,684","1,887",691,"1,765",973,0
2021,9,30,"40,234","19,470",357,140,620,259,250,327,789,"1,137","2,645",564,"2,569",553,639,"1,072",529,542,814,"2,754","2,910","20,764",589,955,599,"1,961","1,706",389,463,284,733,840,984,"4,888","1,430",809,"2,542","1,592",0
2021,9,40,"53,777","27,028",407,189,760,321,360,514,"1,021","1,765","3,715",779,"3,918",861,892,"1,770",718,683,"1,103","3,649","3,603","26,749",851,"1,609",650,"3,089","1,427",331,555,387,801,"1,131","1,669","6,237","2,137",815,"2,563","2,497",0
2021,9,50,"54,276","29,526",576,305,961,399,489,733,"1,327","1,668","3,661","1,123","4,079","1,159","1,415","2,293",961,939,"1,439","3,272","2,727","24,750","1,160","1,469",882,"2,632","1,397",487,786,595,963,"1,201","1,824","4,373","2,448","1,044","2,322","1,167",0
2021,9,60,"42,230","23,405",757,471,"1,161",478,688,949,"1,196","1,022","2,169","1,293","3,344",954,"1,235","1,546","1,004",944,"1,233","1,895","1,066","18,825","1,252","1,269","1,046","1,577","1,185",515,946,686,844,924,"1,537","2,421","1,673",894,"1,530",526,0
2021,9,70,"24,797","13,449",520,395,871,414,435,618,642,472,"1,229",996,"1,655",505,613,832,707,565,694,770,516,"11,348","1,159",857,751,"1,023",757,354,703,508,444,530,778,"1,055",913,552,771,193,0
2021,9,80,"12,944","7,043",286,189,459,246,272,318,333,257,643,545,909,263,288,497,330,223,338,395,252,"5,901",618,380,326,538,356,180,330,246,227,305,441,549,477,388,427,113,0
2021,9,90,"2,294","1,310",50,44,84,40,54,42,51,56,95,97,150,50,52,112,54,39,76,103,61,984,84,62,50,86,69,33,32,37,40,54,76,114,86,64,70,27,0
2021,9,100,79,49,8,0,4,0,2,4,2,3,1,1,7,2,0,2,2,1,3,2,5,30,2,2,3,3,3,0,3,1,0,1,3,0,3,0,5,1,0
2021,10,총,"334,344","172,969","3,707","2,026","6,173","2,768","3,191","4,397","7,476","9,867","21,188","6,676","23,798","5,939","6,983","11,365","5,635","5,279","7,803","20,295","18,403","161,375","7,232","9,520","5,621","16,339","10,301","3,615","4,993","3,436","6,056","6,956","10,376","31,580","13,517","6,128","15,277","10,428",0
2021,10,0,"25,266","11,339",142,44,265,128,134,126,408,642,"1,577",250,"1,877",310,323,743,261,251,420,"2,058","1,380","13,927",269,704,254,"1,217",965,112,190,133,474,395,680,"3,869",975,405,"1,798","1,487",0
2021,10,10,"33,956","16,706",230,70,366,175,197,295,584,"1,243","2,356",371,"2,518",511,586,"1,097",422,419,733,"2,377","2,156","17,250",466,"1,137",327,"1,953",781,164,290,218,485,613,"1,215","4,292","1,506",467,"1,494","1,842",0
2021,10,20,"44,263","23,657",384,175,639,300,306,470,"1,123","1,590","3,106",653,"2,773",779,933,"1,401",638,692,946,"3,024","3,725","20,606",800,"1,082",757,"2,278","1,658","1,058",697,341,802,951,"1,195","3,696","1,871",688,"1,758",974,0
2021,10,30,"40,187","19,406",357,144,614,256,249,331,787,"1,146","2,624",556,"2,557",555,641,"1,068",524,535,825,"2,733","2,904","20,781",577,945,593,"1,937","1,714",383,466,285,815,840,975,"4,896","1,425",805,"2,541","1,584",0
2021,10,40,"53,653","26,908",401,191,750,319,357,514,"1,018","1,765","3,694",778,"3,910",858,885,"1,752",717,673,"1,096","3,655","3,575","26,745",848,"1,595",642,"3,077","1,420",328,551,389,857,"1,124","1,650","6,275","2,130",810,"2,544","2,505",0
2021,10,50,"54,395","29,572",580,303,965,403,494,735,"1,323","1,664","3,674","1,126","4,078","1,160","1,414","2,304",959,937,"1,432","3,270","2,751","24,823","1,159","1,479",886,"2,635","1,388",494,790,590,"1,008","1,208","1,821","4,404","2,439","1,045","2,306","1,171",0
2021,10,60,"42,347","23,448",755,472,"1,158",478,686,939,"1,199","1,023","2,184","1,293","3,346",949,"1,245","1,554","1,011",943,"1,235","1,900","1,078","18,899","1,257","1,264","1,039","1,582","1,182",513,939,686,884,931,"1,538","2,422","1,684",896,"1,557",525,0
2021,10,70,"24,885","13,490",514,393,872,421,437,621,642,474,"1,227","1,005","1,663",507,610,831,716,563,701,777,516,"11,395","1,152",870,747,"1,032",760,351,705,506,454,531,784,"1,058",915,557,776,197,0
2021,10,80,"12,998","7,063",285,190,454,248,273,319,338,259,651,542,914,258,291,501,330,226,336,395,253,"5,935",619,382,323,541,362,180,329,249,235,308,441,550,483,392,426,115,0
2021,10,90,"2,316","1,330",51,44,87,40,56,43,52,57,94,101,155,50,55,112,55,39,75,104,60,986,82,61,51,84,69,32,33,38,42,54,74,118,86,63,72,27,0
2021,10,100,78,50,8,0,3,0,2,4,2,4,1,1,7,2,0,2,2,1,4,2,5,28,3,1,2,3,2,0,3,1,0,1,3,0,3,0,5,1,0
2021,11,총,"334,206","172,654","3,694","2,022","6,138","2,766","3,179","4,403","7,449","9,842","21,145","6,667","23,769","5,910","6,984","11,347","5,613","5,260","7,804","20,298","18,364","161,552","7,202","9,492","5,581","16,283","10,286","3,610","4,979","3,424","6,161","6,938","10,373","32,011","13,438","6,104","15,252","10,418",0
2021,11,0,"25,156","11,242",143,46,261,130,128,126,404,634,"1,562",245,"1,858",306,322,734,255,248,419,"2,052","1,369","13,914",266,695,248,"1,206",962,108,192,133,483,398,678,"3,921",967,398,"1,785","1,474",0
2021,11,10,"33,921","16,668",224,66,357,169,196,298,583,"1,235","2,357",374,"2,513",509,581,"1,108",419,423,729,"2,388","2,139","17,253",460,"1,133",326,"1,948",780,157,286,214,481,605,"1,218","4,337","1,491",465,"1,498","1,854",0
2021,11,20,"44,149","23,558",385,168,635,301,312,463,"1,101","1,592","3,085",647,"2,768",771,929,"1,376",637,684,948,"3,033","3,723","20,591",801,"1,068",753,"2,253","1,665","1,073",696,344,821,942,"1,195","3,745","1,842",689,"1,729",975,0
2021,11,30,"40,133","19,364",361,151,609,252,241,335,784,"1,136","2,617",563,"2,543",552,647,"1,082",515,529,821,"2,722","2,904","20,769",572,950,576,"1,919","1,700",379,461,280,844,827,966,"4,996","1,416",784,"2,537","1,562",0
2021,11,40,"53,552","26,807",400,188,749,321,360,516,"1,015","1,756","3,669",773,"3,909",844,886,"1,744",714,677,"1,092","3,641","3,553","26,745",831,"1,591",638,"3,065","1,422",319,552,383,876,"1,124","1,644","6,325","2,111",814,"2,540","2,510",0
2021,11,50,"54,427","29,523",578,306,950,399,493,741,"1,321","1,664","3,682","1,116","4,070","1,154","1,409","2,290",965,935,"1,427","3,268","2,755","24,904","1,157","1,466",882,"2,632","1,383",497,784,589,"1,015","1,219","1,828","4,487","2,429","1,044","2,324","1,168",0
2021,11,60,"42,483","23,527",751,473,"1,161",482,679,936,"1,210","1,028","2,190","1,291","3,356",960,"1,250","1,565","1,013",940,"1,244","1,916","1,082","18,956","1,254","1,273","1,039","1,592","1,183",510,930,690,889,933,"1,532","2,449","1,690",903,"1,561",528,0
2021,11,70,"24,887","13,476",518,389,863,418,440,622,637,471,"1,232","1,004","1,669",502,614,831,711,559,700,777,519,"11,411","1,142",867,740,"1,033",753,350,714,505,471,525,794,"1,072",914,557,773,201,0
2021,11,80,"13,099","7,119",281,192,462,254,274,320,341,266,657,551,919,262,289,503,326,223,345,398,256,"5,980",629,386,326,546,367,184,325,247,240,311,440,557,487,388,429,118,0
2021,11,90,"2,333","1,330",52,43,88,40,55,42,52,57,93,102,157,48,57,111,56,41,75,101,60,"1,003",87,61,52,86,70,33,36,38,41,53,76,122,88,62,71,27,0
2021,11,100,66,40,1,0,3,0,1,4,1,3,1,1,7,2,0,3,2,1,4,2,4,26,3,2,1,3,1,0,3,1,0,1,2,0,3,0,5,1,0
2021,12,총,"333,842","172,310","3,691","2,027","6,092","2,751","3,164","4,397","7,439","9,855","21,049","6,675","23,738","5,903","6,971","11,333","5,590","5,254","7,777","20,252","18,352","161,532","7,209","9,484","5,561","16,254","10,267","3,587","4,957","3,410","6,243","6,917","10,363","32,171","13,369","6,104","15,224","10,412",0
2021,12,0,"25,066","11,173",145,48,257,129,126,126,401,644,"1,552",242,"1,846",309,319,727,243,248,416,"2,045","1,350","13,893",272,690,246,"1,201",958,104,188,131,495,399,679,"3,949",945,395,"1,772","1,469",0
2021,12,10,"33,881","16,606",226,65,352,169,192,299,581,"1,231","2,325",375,"2,516",505,581,"1,112",416,426,726,"2,381","2,128","17,275",455,"1,137",316,"1,955",791,151,286,216,496,597,"1,211","4,366","1,487",459,"1,491","1,861",0
2021,12,20,"43,860","23,382",373,173,624,292,307,456,"1,094","1,590","3,061",636,"2,754",766,920,"1,358",634,675,930,"3,013","3,726","20,478",799,"1,057",755,"2,227","1,652","1,070",691,343,827,931,"1,186","3,731","1,823",680,"1,729",977,0
2021,12,30,"39,991","19,302",362,152,603,253,236,338,777,"1,142","2,609",568,"2,534",553,644,"1,061",521,529,814,"2,692","2,914","20,689",572,946,575,"1,914","1,681",383,461,275,851,821,969,"4,991","1,408",782,"2,517","1,543",0
2021,12,40,"53,546","26,733",399,181,750,323,361,517,"1,015","1,758","3,643",767,"3,906",828,874,"1,753",703,681,"1,086","3,646","3,542","26,813",836,"1,591",630,"3,052","1,432",318,545,379,890,"1,129","1,646","6,385","2,095",812,"2,549","2,524",0
2021,12,50,"54,394","29,483",575,306,942,396,495,730,"1,321","1,657","3,674","1,123","4,053","1,157","1,412","2,290",966,934,"1,423","3,263","2,766","24,911","1,150","1,469",874,"2,620","1,385",491,786,582,"1,034","1,215","1,821","4,515","2,425","1,053","2,324","1,167",0
2021,12,60,"42,622","23,611",756,471,"1,155",478,680,947,"1,216","1,034","2,202","1,296","3,367",971,"1,255","1,581","1,008",935,"1,256","1,921","1,082","19,011","1,258","1,280","1,035","1,608","1,184",502,922,691,892,936,"1,542","2,476","1,691",910,"1,563",521,0
2021,12,70,"24,879","13,465",517,391,852,415,433,622,634,472,"1,227","1,008","1,680",496,615,833,712,562,690,784,522,"11,414","1,144",859,748,"1,036",746,353,712,504,472,524,792,"1,077",912,560,769,206,0
2021,12,80,"13,194","7,181",285,196,465,257,280,319,346,266,660,554,919,268,295,502,330,222,355,405,257,"6,013",628,390,331,550,370,179,326,249,245,312,439,560,492,391,435,116,0
2021,12,90,"2,346","1,336",52,44,89,38,53,42,53,58,95,105,156,48,56,112,55,41,78,100,61,"1,010",92,63,50,87,67,36,38,39,41,52,76,121,88,62,71,27,0
2021,12,100,63,38,1,0,3,1,1,1,1,3,1,1,7,2,0,4,2,1,3,2,4,25,3,2,1,4,1,0,2,1,0,1,2,0,3,0,4,1,0
