년도,월,나이,용인시,처인구,포곡읍,모현읍,이동읍,남사면,원삼면,백암면,양지면,중앙동,역삼동,유림동,동부동,기흥구,신갈동,영덕동,영덕1동,영덕2동,구갈동,상갈동,보라동,기흥동,서농동,구성동,마북동,동백1동,동백2동,동백3동,동백동,상하동,보정동,수지구,풍덕천1동,풍덕천2동,신봉동,죽전1동,죽전2동,동천동,상현1동,상현2동,성복동,남사읍,역북동,삼가동,죽전3동,상현3동
2021,4,40,"98,195","22,909","3,105","2,428","1,801",,583,606,"1,718","2,023","3,934","3,395","1,011","40,647","3,298",,"2,928","1,379","3,613","1,223","3,213","1,944","2,314","3,683","2,585","3,679","2,841","2,413",,"2,095","3,439","34,639","2,930","4,326","3,641","5,110","1,487","4,716","4,440","3,082","4,907","2,305",,,,
2021,4,50,"84,973","22,440","3,146","2,549","1,940",,849,878,"1,795","2,095","3,147","3,209","1,289","34,106","3,118",,"2,477","1,330","3,300","1,225","2,665","1,736","1,561","2,912","2,490","2,535","2,376","1,378",,"2,227","2,776","28,427","2,743","3,082","2,987","4,380","1,411","3,615","3,574","2,561","4,074","1,543",,,,
2021,4,60,"52,419","16,472","1,922","1,940","1,500",,894,"1,012","1,446","1,527","1,955","1,760","1,060","19,827","2,009",,"1,255",844,"1,798",655,"1,605","1,280",932,"1,912","1,783",945,952,881,,"1,326","1,650","16,120","1,742","1,217","1,626","2,514",862,"2,296","1,922","1,410","2,531","1,456",,,,
2021,4,70,"29,889","7,450",839,893,671,,482,455,574,648,867,801,457,"11,831","1,050",,533,375,872,387,"1,020",680,361,"1,382","1,258",595,554,776,,693,"1,295","10,608","1,033",685,"1,253","1,456",480,"1,220","1,261","1,110","2,110",763,,,,
2021,4,80,"12,002","2,749",323,326,254,,178,226,215,253,301,305,143,"4,892",457,,151,222,269,186,387,262,125,641,556,237,236,373,,252,538,"4,361",420,386,527,687,199,403,519,459,761,225,,,,
2021,4,90,"1,143",263,23,23,23,,17,23,30,20,31,30,20,482,40,,15,59,23,9,49,14,7,45,59,31,21,36,,23,51,398,41,31,41,65,31,38,37,46,68,23,,,,
2021,4,100,27,9,0,0,1,,0,0,1,3,2,0,1,13,1,,1,1,1,0,2,1,0,1,2,0,1,2,,0,0,5,1,0,0,0,0,1,1,0,2,1,,,,
2021,5,총,"534,842","133,761","17,355","13,982","10,387",,"4,274","4,818","10,886","12,590","22,399","18,330","6,771","217,184","19,195",,"15,182","8,726","20,902","6,910","16,609","10,765","13,464","18,979","15,762","15,855","13,415","11,374",,"12,184","17,862","183,897","18,272","20,339","18,402","27,359","9,123","24,453","23,385","16,392","26,172","11,969",,,,
2021,5,0,"50,304","10,614","1,162","1,007",748,,168,138,658,782,"2,440","1,571",340,"21,259","1,685",,"1,707",945,"2,180",504,"1,516",926,"1,529","1,666","1,348","1,639","1,350","1,517",,"1,017","1,730","18,431","1,402","2,353","1,702","2,429",774,"2,960","2,324","1,666","2,821","1,600",,,,
2021,5,10,"62,746","13,761","2,002","1,253",921,,284,494,"1,606","1,118","2,244","2,232",620,"25,874","1,831",,"1,846",626,"1,702",622,"2,229","1,135","1,274","2,453","1,595","2,854","2,396","1,530",,"1,446","2,335","23,111","1,865","2,923","2,725","3,518",807,"2,770","3,091","2,176","3,236",987,,,,
2021,5,20,"71,900","18,869","2,680","1,904","1,209",,408,548,"1,418","2,324","3,694","2,663","1,023","29,644","2,519",,"1,993","1,320","3,268","1,053","2,080","1,376","3,099","2,286","2,111","1,822","1,683","1,095",,"1,769","2,170","23,387","2,778","2,448","2,103","3,934","1,429","2,791","3,043","1,934","2,927",998,,,,
2021,5,30,"70,679","17,975","2,132","1,624","1,306",,415,448,"1,389","1,769","3,745","2,304",800,"28,409","3,164",,"2,257","1,606","3,838","1,046","1,847","1,389","2,256","1,979","1,961","1,493","1,002","1,361",,"1,327","1,883","24,295","3,311","2,884","1,801","3,258","1,633","3,616","3,159","1,946","2,687","2,043",,,,
2021,5,40,"98,009","22,937","3,103","2,434","1,805",,583,606,"1,724","2,016","3,935","3,401","1,010","40,509","3,298",,"2,930","1,376","3,616","1,206","3,181","1,946","2,308","3,654","2,576","3,666","2,820","2,421",,"2,090","3,421","34,563","2,931","4,307","3,625","5,078","1,484","4,718","4,427","3,076","4,917","2,320",,,,
2021,5,50,"85,253","22,460","3,143","2,557","1,936",,833,875,"1,802","2,108","3,150","3,232","1,285","34,268","3,114",,"2,491","1,338","3,326","1,230","2,683","1,747","1,562","2,938","2,512","2,562","2,390","1,373",,"2,218","2,784","28,525","2,744","3,090","3,010","4,404","1,413","3,630","3,589","2,561","4,084","1,539",,,,
2021,5,60,"52,818","16,636","1,948","1,960","1,513",,909,"1,008","1,465","1,546","1,977","1,780","1,067","19,969","2,031",,"1,258",854,"1,805",663,"1,618","1,286",942,"1,924","1,777",950,964,898,,"1,346","1,653","16,213","1,752","1,237","1,609","2,520",869,"2,304","1,938","1,419","2,565","1,463",,,,
2021,5,70,"29,843","7,453",833,885,668,,479,453,576,650,874,806,460,"11,820","1,055",,533,375,874,392,"1,009",678,360,"1,386","1,261",595,554,766,,693,"1,289","10,570","1,023",679,"1,253","1,463",484,"1,219","1,250","1,101","2,098",769,,,,
2021,5,80,"12,127","2,785",328,335,257,,178,228,217,252,307,311,145,"4,943",458,,151,227,268,185,395,268,127,648,559,243,235,378,,255,546,"4,399",425,387,532,688,198,408,524,470,767,227,,,,
2021,5,90,"1,137",262,24,23,23,,17,20,30,22,31,30,20,477,39,,15,58,24,9,49,13,7,44,60,31,20,34,,23,51,398,40,31,42,67,32,36,39,43,68,22,,,,
2021,5,100,26,9,0,0,1,,0,0,1,3,2,0,1,12,1,,1,1,1,0,2,1,0,1,2,0,1,1,,0,0,5,1,0,0,0,0,1,1,0,2,1,,,,
2021,6,총,"534,946","134,045","17,388","14,036","10,412",,"4,283","4,851","10,964","12,616","22,446","18,301","6,763","217,094","19,192",,"15,183","8,703","20,902","6,895","16,591","10,770","13,461","18,959","15,731","15,857","13,414","11,428",,"12,168","17,840","183,807","18,232","20,346","18,407","27,340","9,093","24,436","23,394","16,347","26,212","11,985",,,,
2021,6,0,"50,041","10,564","1,154",999,739,,170,137,642,784,"2,434","1,571",340,"21,151","1,683",,"1,700",946,"2,168",493,"1,506",923,"1,525","1,652","1,339","1,630","1,347","1,509",,"1,011","1,719","18,326","1,388","2,348","1,682","2,425",769,"2,940","2,323","1,637","2,814","1,594",,,,
2021,6,10,"62,815","13,838","2,001","1,262",925,,285,512,"1,657","1,115","2,250","2,226",611,"25,873","1,824",,"1,848",631,"1,705",634,"2,220","1,133","1,275","2,450","1,594","2,855","2,395","1,539",,"1,436","2,334","23,104","1,867","2,923","2,738","3,494",809,"2,765","3,085","2,179","3,244",994,,,,
2021,6,20,"71,866","18,901","2,678","1,925","1,220",,404,554,"1,436","2,324","3,686","2,651","1,021","29,607","2,523",,"1,992","1,305","3,262","1,046","2,083","1,381","3,092","2,282","2,103","1,816","1,680","1,102",,"1,778","2,162","23,358","2,753","2,460","2,105","3,938","1,409","2,783","3,042","1,933","2,935","1,002",,,,
2021,6,30,"70,479","17,954","2,134","1,613","1,310",,418,449,"1,391","1,759","3,762","2,287",798,"28,271","3,153",,"2,245","1,594","3,806","1,033","1,838","1,387","2,252","1,968","1,951","1,492",994,"1,369",,"1,321","1,868","24,254","3,317","2,852","1,795","3,247","1,642","3,619","3,159","1,944","2,679","2,033",,,,
2021,6,40,"97,983","22,961","3,105","2,433","1,802",,583,605,"1,728","2,020","3,947","3,393","1,009","40,497","3,294",,"2,930","1,373","3,640","1,210","3,167","1,952","2,314","3,648","2,576","3,650","2,810","2,431",,"2,089","3,413","34,525","2,919","4,305","3,621","5,067","1,485","4,723","4,439","3,056","4,910","2,336",,,,
2021,6,50,"85,346","22,480","3,157","2,574","1,931",,832,875,"1,802","2,124","3,145","3,229","1,277","34,277","3,116",,"2,496","1,334","3,324","1,225","2,678","1,735","1,565","2,933","2,502","2,587","2,397","1,385",,"2,214","2,786","28,589","2,745","3,104","3,015","4,422","1,399","3,638","3,587","2,570","4,109","1,534",,,,
2021,6,60,"53,216","16,802","1,972","1,982","1,534",,919,"1,017","1,478","1,555","1,998","1,795","1,083","20,147","2,053",,"1,264",860,"1,826",666,"1,640","1,294",947,"1,946","1,779",953,972,908,,"1,359","1,680","16,267","1,757","1,246","1,620","2,526",870,"2,295","1,937","1,427","2,589","1,469",,,,
2021,6,70,"29,807","7,472",836,886,670,,477,449,577,657,879,810,458,"11,784","1,048",,535,376,872,390,"1,004",677,360,"1,388","1,257",595,554,766,,686,"1,276","10,551","1,017",687,"1,251","1,459",477,"1,227","1,255","1,092","2,086",773,,,,
2021,6,80,"12,220","2,801",327,337,257,,179,230,223,253,313,310,145,"4,993",458,,159,222,274,189,405,273,123,647,566,248,243,383,,253,550,"4,426",427,388,537,693,201,409,528,467,776,227,,,,
2021,6,90,"1,147",263,24,25,23,,16,23,29,22,30,29,20,483,39,,13,61,24,9,49,14,8,44,62,31,21,35,,21,52,401,41,33,43,68,32,36,38,42,68,22,,,,
2021,6,100,26,9,0,0,1,,0,0,1,3,2,0,1,11,1,,1,1,1,0,1,1,0,1,2,0,1,1,,0,0,6,1,0,0,1,0,1,1,0,2,1,,,,
2021,7,총,"535,521","134,410","17,365","14,073","10,456",,"4,279","4,986","11,184","12,610","22,393","18,327","6,761","217,479","19,151",,"15,170","8,706","20,921","6,899","16,552","10,768","13,482","18,890","15,721","15,802","13,408","12,119",,"12,105","17,785","183,632","18,210","20,323","18,398","27,313","9,083","24,423","23,373","16,304","26,205","11,976",,,,
2021,7,0,"49,760","10,495","1,145",988,746,,169,131,643,784,"2,399","1,564",342,"21,082","1,657",,"1,690",943,"2,155",501,"1,488",921,"1,525","1,632","1,329","1,611","1,333","1,609",,992,"1,696","18,183","1,376","2,325","1,679","2,390",759,"2,922","2,304","1,624","2,804","1,584",,,,
2021,7,10,"63,088","14,078","1,998","1,263",933,,279,632,"1,777","1,112","2,252","2,226",607,"25,885","1,832",,"1,838",628,"1,709",628,"2,223","1,130","1,289","2,442","1,587","2,850","2,384","1,598",,"1,424","2,323","23,125","1,865","2,918","2,741","3,497",812,"2,776","3,109","2,168","3,239",999,,,,
2021,7,20,"71,957","18,982","2,675","1,920","1,228",,406,578,"1,497","2,329","3,675","2,665","1,020","29,692","2,526",,"1,992","1,308","3,269","1,046","2,071","1,390","3,081","2,279","2,117","1,817","1,691","1,173",,"1,773","2,159","23,283","2,710","2,462","2,096","3,938","1,415","2,775","3,014","1,937","2,936",989,,,,
2021,7,30,"70,321","17,908","2,121","1,637","1,306",,422,442,"1,395","1,747","3,744","2,271",791,"28,230","3,127",,"2,228","1,595","3,806","1,033","1,812","1,367","2,245","1,943","1,938","1,471",987,"1,521",,"1,318","1,839","24,183","3,338","2,834","1,791","3,236","1,633","3,610","3,154","1,927","2,660","2,032",,,,
2021,7,40,"97,903","22,942","3,100","2,431","1,809",,576,609,"1,719","2,027","3,931","3,389","1,009","40,502","3,276",,"2,932","1,377","3,630","1,211","3,159","1,953","2,316","3,614","2,569","3,631","2,793","2,576",,"2,054","3,411","34,459","2,913","4,305","3,607","5,047","1,481","4,720","4,423","3,053","4,910","2,342",,,,
2021,7,50,"85,624","22,484","3,159","2,581","1,931",,829,873,"1,820","2,107","3,154","3,235","1,270","34,482","3,131",,"2,504","1,334","3,328","1,227","2,690","1,736","1,584","2,948","2,509","2,597","2,414","1,475",,"2,222","2,783","28,658","2,744","3,107","3,026","4,440","1,393","3,646","3,609","2,571","4,122","1,525",,,,
2021,7,60,"53,562","16,931","1,979","2,000","1,544",,923,"1,020","1,502","1,568","2,002","1,819","1,095","20,280","2,060",,"1,274",860,"1,850",664,"1,652","1,302",949,"1,941","1,783",956,975,961,,"1,362","1,691","16,351","1,776","1,265","1,621","2,537",877,"2,305","1,937","1,427","2,606","1,479",,,,
2021,7,70,"29,844","7,509",839,886,673,,479,447,580,657,892,819,459,"11,798","1,047",,540,379,872,390,"1,002",681,360,"1,386","1,254",595,553,780,,685,"1,274","10,537","1,015",687,"1,250","1,461",482,"1,225","1,253","1,088","2,076",778,,,,
2021,7,80,"12,282","2,806",325,342,262,,179,232,221,253,312,307,147,"5,036",457,,158,221,278,189,405,273,125,661,571,243,255,389,,254,557,"4,440",432,387,542,698,198,408,529,464,782,226,,,,
2021,7,90,"1,156",267,24,25,23,,17,22,29,23,31,32,20,482,37,,13,60,23,10,49,14,8,44,62,31,22,36,,21,52,407,40,33,45,68,33,35,40,45,68,21,,,,
2021,7,100,24,8,0,0,1,,0,0,1,3,1,0,1,10,1,,1,1,1,0,1,1,0,0,2,0,1,1,,0,0,6,1,0,0,1,0,1,1,0,2,1,,,,
2021,8,총,"536,223","134,681","17,397","14,087","10,458",,"4,278","5,022","11,341","12,631","22,378","18,320","6,775","217,896","19,168",,"15,177","8,688","20,925","6,886","16,499","10,773","13,541","19,060","15,679","15,770","13,396","12,505",,"12,046","17,783","183,646","18,184","20,301","18,385","27,319","9,109","24,438","23,378","16,272","26,260","11,994",,,,
2021,8,0,"49,567","10,424","1,128",979,741,,166,132,643,780,"2,385","1,542",345,"21,014","1,642",,"1,678",940,"2,147",501,"1,474",916,"1,515","1,643","1,308","1,600","1,323","1,668",,981,"1,678","18,129","1,378","2,299","1,663","2,394",753,"2,906","2,307","1,625","2,804","1,583",,,,
2021,8,10,"63,164","14,175","2,015","1,267",929,,278,654,"1,858","1,098","2,238","2,222",601,"25,878","1,835",,"1,848",625,"1,710",618,"2,222","1,128","1,287","2,438","1,586","2,829","2,388","1,629",,"1,413","2,322","23,111","1,853","2,934","2,742","3,486",806,"2,777","3,123","2,156","3,234","1,015",,,,
2021,8,20,"72,150","19,089","2,689","1,905","1,226",,410,587,"1,556","2,348","3,700","2,668","1,015","29,797","2,534",,"1,993","1,305","3,254","1,045","2,072","1,394","3,143","2,305","2,110","1,820","1,682","1,205",,"1,766","2,169","23,264","2,699","2,459","2,090","3,947","1,433","2,787","2,997","1,915","2,937",985,,,,
2021,8,30,"70,265","17,885","2,122","1,653","1,305",,422,436,"1,397","1,748","3,730","2,269",789,"28,257","3,111",,"2,209","1,590","3,804","1,035","1,783","1,366","2,230","1,982","1,930","1,473",968,"1,615",,"1,312","1,849","24,123","3,354","2,806","1,786","3,241","1,644","3,590","3,140","1,916","2,646","2,014",,,,
2021,8,40,"97,813","22,888","3,079","2,420","1,808",,570,601,"1,720","2,030","3,934","3,375","1,009","40,506","3,281",,"2,937","1,380","3,642","1,209","3,136","1,945","2,327","3,624","2,560","3,607","2,787","2,655",,"2,026","3,390","34,419","2,895","4,315","3,611","5,015","1,474","4,720","4,415","3,050","4,924","2,342",,,,
2021,8,50,"85,956","22,564","3,170","2,589","1,939",,826,886,"1,825","2,112","3,149","3,254","1,275","34,662","3,154",,"2,520","1,324","3,326","1,219","2,708","1,738","1,586","2,998","2,505","2,611","2,420","1,524",,"2,233","2,796","28,730","2,722","3,110","3,034","4,458","1,404","3,657","3,617","2,577","4,151","1,539",,,,
2021,8,60,"53,875","17,022","2,000","2,012","1,549",,929,"1,024","1,508","1,569","2,005","1,827","1,112","20,410","2,070",,"1,278",870,"1,866",669,"1,646","1,311",953,"1,969","1,780",959,986,996,,"1,358","1,699","16,443","1,801","1,266","1,628","2,544",876,"2,323","1,952","1,438","2,615","1,487",,,,
2021,8,70,"29,853","7,528",838,889,674,,478,446,583,665,895,822,458,"11,795","1,044",,541,373,871,393,"1,006",682,365,"1,386","1,253",597,564,781,,683,"1,256","10,530","1,010",685,"1,237","1,463",481,"1,231","1,252","1,082","2,089",780,,,,
2021,8,80,"12,393","2,831",332,346,263,,182,234,221,255,311,309,150,"5,077",459,,158,219,279,188,403,278,127,671,581,243,253,397,,254,567,"4,485",429,395,548,704,205,412,534,468,790,228,,,,
2021,8,90,"1,163",267,24,27,23,,17,22,29,23,30,32,20,489,37,,14,61,25,9,48,13,8,44,64,31,24,34,,20,57,407,42,32,46,66,33,34,40,45,69,20,,,,
2021,8,100,24,8,0,0,1,,0,0,1,3,1,0,1,11,1,,1,1,1,0,1,2,0,0,2,0,1,1,,0,0,5,1,0,0,1,0,1,1,0,1,1,,,,
2021,9,총,"535,936","134,369","17,405","14,108","10,455",,"4,284","4,917","11,067","12,681",0,"18,302","6,777","218,135","19,150",,"15,165","8,688","20,922","6,866","16,496","10,755","13,575","19,298","15,660","15,736","13,382","12,672",,"12,013","17,757","183,432","18,125","20,271","18,304","14,186","9,112","24,451","9,794","16,258","26,324","11,996","16,132","6,245","13,074","13,533"
2021,9,0,"49,238","10,352","1,117",981,729,,167,131,641,775,0,"1,525",347,"20,849","1,624",,"1,668",931,"2,127",498,"1,455",908,"1,500","1,663","1,303","1,579","1,317","1,664",,956,"1,656","18,037","1,367","2,292","1,637","1,190",757,"2,902",985,"1,624","2,806","1,578","1,799",562,"1,168","1,309"
2021,9,10,"62,797","13,837","2,002","1,273",930,,277,564,"1,611","1,108",0,"2,210",598,"25,900","1,829",,"1,833",621,"1,703",619,"2,215","1,131","1,286","2,469","1,577","2,826","2,382","1,668",,"1,415","2,326","23,060","1,843","2,916","2,730","1,839",803,"2,766","1,399","2,160","3,253","1,024","1,574",666,"1,643","1,708"
2021,9,20,"72,170","19,056","2,715","1,901","1,226",,413,582,"1,523","2,356",0,"2,654","1,007","29,869","2,534",,"1,997","1,304","3,281","1,048","2,074","1,374","3,186","2,307","2,107","1,825","1,676","1,222",,"1,761","2,173","23,245","2,686","2,460","2,092","1,918","1,449","2,780","1,123","1,903","2,926",975,"2,763",941,"2,022","1,886"
2021,9,30,"70,075","17,841","2,103","1,651","1,306",,418,433,"1,400","1,750",0,"2,265",787,"28,230","3,116",,"2,201","1,590","3,785","1,035","1,773","1,363","2,219","2,023","1,928","1,466",966,"1,635",,"1,304","1,826","24,004","3,367","2,780","1,775","1,565","1,633","3,574","1,079","1,918","2,641","1,995","2,919",814,"1,652","2,020"
2021,9,40,"97,714","22,918","3,080","2,424","1,811",,564,600,"1,717","2,040",0,"3,376","1,008","40,443","3,262",,"2,927","1,383","3,641","1,190","3,134","1,936","2,333","3,664","2,551","3,593","2,772","2,675",,"2,002","3,380","34,353","2,868","4,316","3,572","2,550","1,474","4,744","1,862","3,041","4,941","2,355","2,928","1,015","2,454","2,531"
2021,9,50,"86,236","22,603","3,183","2,584","1,937",,836,886,"1,828","2,122",0,"3,272","1,280","34,808","3,156",,"2,528","1,324","3,329","1,213","2,734","1,735","1,585","3,046","2,503","2,615","2,431","1,570",,"2,240","2,799","28,825","2,730","3,119","3,048","2,396","1,408","3,666","1,578","2,583","4,172","1,534","2,030","1,111","2,065","2,060"
2021,9,60,"54,233","17,137","2,009","2,030","1,555",,932,"1,025","1,517","1,592",0,"1,835","1,117","20,600","2,085",,"1,290",877,"1,873",674,"1,658","1,332",964,"2,003","1,793",959,991,"1,024",,"1,370","1,707","16,496","1,793","1,270","1,629","1,412",872,"2,340",851,"1,431","2,633","1,504","1,334",687,"1,150","1,115"
2021,9,70,"29,718","7,487",835,890,671,,475,442,581,655,0,818,458,"11,774","1,034",,547,371,876,395,996,674,369,"1,391","1,241",597,563,777,,689,"1,254","10,457",997,684,"1,230",833,479,"1,220",618,"1,078","2,078",774,577,311,620,620
2021,9,80,"12,580","2,871",337,349,266,,186,235,220,259,0,314,153,"5,167",473,,159,224,282,188,409,287,125,687,593,245,258,402,,256,579,"4,542",432,402,544,442,203,423,280,476,806,236,190,126,272,262
2021,9,90,"1,151",259,24,25,23,,16,19,28,21,0,33,21,483,36,,14,62,24,6,47,13,8,44,62,31,25,34,,20,57,409,41,32,47,41,34,35,18,44,68,20,17,12,28,21
2021,9,100,24,8,0,0,1,,0,0,1,3,0,0,1,12,1,,1,1,1,0,1,2,0,1,2,0,1,1,,0,0,4,1,0,0,0,0,1,1,0,0,1,1,0,0,1
2021,10,총,"535,631","134,041","17,397","14,179","10,449",,"4,286","4,812","10,751","12,704",,"18,265","6,799","218,360","19,161",,"15,157","8,668","20,887","6,842","16,522","10,752","13,628","19,366","15,678","15,721","13,390","12,777",,"12,018","17,793","183,230","18,089","20,255","18,334","14,147","9,113","24,428","9,770","16,233","26,294","12,021","16,143","6,235","13,053","13,514"
2021,10,0,"48,963","10,313","1,110",976,717,,169,132,642,765,,"1,521",344,"20,742","1,604",,"1,660",932,"2,120",487,"1,455",894,"1,495","1,668","1,303","1,570","1,289","1,664",,960,"1,641","17,908","1,357","2,265","1,641","1,175",759,"2,876",981,"1,620","2,777","1,577","1,810",550,"1,153","1,304"
2021,10,10,"62,306","13,415","1,959","1,284",930,,282,468,"1,325","1,118",,"2,198",594,"25,886","1,832",,"1,822",608,"1,701",615,"2,205","1,127","1,288","2,475","1,578","2,813","2,393","1,686",,"1,411","2,332","23,005","1,821","2,925","2,732","1,828",806,"2,772","1,392","2,150","3,251","1,034","1,562",661,"1,629","1,699"
2021,10,20,"72,177","18,993","2,719","1,918","1,220",,403,567,"1,470","2,356",,"2,646","1,012","29,958","2,532",,"2,007","1,293","3,267","1,038","2,088","1,391","3,243","2,301","2,115","1,824","1,682","1,236",,"1,759","2,182","23,226","2,673","2,468","2,090","1,905","1,433","2,786","1,123","1,909","2,917",976,"2,754",952,"2,027","1,895"
2021,10,30,"70,017","17,844","2,101","1,651","1,312",,419,435,"1,399","1,762",,"2,249",798,"28,249","3,134",,"2,200","1,595","3,786","1,031","1,783","1,357","2,198","2,054","1,923","1,458",967,"1,635",,"1,302","1,826","23,924","3,378","2,753","1,766","1,580","1,645","3,535","1,073","1,900","2,637","1,986","2,923",809,"1,646","2,011"
2021,10,40,"97,472","22,894","3,080","2,432","1,807",,566,592,"1,706","2,034",,"3,383",997,"40,336","3,251",,"2,890","1,385","3,618","1,189","3,115","1,937","2,340","3,652","2,552","3,571","2,759","2,696",,"1,988","3,393","34,242","2,857","4,311","3,578","2,529","1,461","4,741","1,857","3,043","4,905","2,366","2,924","1,007","2,436","2,524"
2021,10,50,"86,590","22,688","3,202","2,605","1,936",,832,890,"1,844","2,139",,"3,260","1,292","34,991","3,169",,"2,556","1,320","3,334","1,211","2,751","1,730","1,582","3,084","2,517","2,630","2,446","1,599",,"2,252","2,810","28,911","2,735","3,119","3,065","2,387","1,412","3,679","1,579","2,582","4,200","1,532","2,035","1,121","2,086","2,067"
2021,10,60,"54,482","17,243","2,025","2,051","1,564",,931,"1,031","1,534","1,593",,"1,844","1,125","20,687","2,095",,"1,295",877,"1,875",681,"1,663","1,338",973,"2,021","1,780",970,"1,003","1,028",,"1,378","1,710","16,552","1,803","1,290","1,632","1,424",875,"2,346",846,"1,430","2,650","1,510","1,349",686,"1,150","1,106"
2021,10,70,"29,721","7,498",837,889,672,,482,442,579,658,,815,465,"11,767","1,021",,553,376,874,388,999,674,370,"1,378","1,239",598,566,791,,687,"1,253","10,456",993,688,"1,227",825,486,"1,228",612,"1,076","2,077",776,573,310,622,622
2021,10,80,"12,713","2,881",338,347,267,,184,235,224,257,,316,149,"5,240",485,,160,218,284,195,415,289,131,688,604,256,260,405,,261,589,"4,592",429,402,553,453,204,429,289,481,814,242,195,127,275,263
2021,10,90,"1,167",266,26,26,23,,18,20,27,21,,33,22,492,37,,13,63,27,7,47,13,8,44,65,31,24,36,,20,57,409,42,34,50,41,32,35,17,41,66,21,17,12,29,22
2021,10,100,23,6,0,0,1,,0,0,1,1,,0,1,12,1,,1,1,1,0,1,2,0,1,2,0,1,1,,0,0,5,1,0,0,0,0,1,1,1,0,1,1,0,0,1
2021,11,총,"535,053","133,624","17,302","14,202","10,450",,"4,291","4,625","10,526","12,677",,"18,317","6,841","218,341","19,145",,"15,172","8,662","20,899","6,850","16,497","10,746","13,612","19,410","15,661","15,715","13,395","12,850",,"11,944","17,783","183,088","18,059","20,207","18,318","14,129","9,120","24,462","9,775","16,183","26,312","12,039","16,142","6,212","13,012","13,511"
2021,11,0,"48,630","10,262","1,095",974,708,,169,129,640,761,,"1,511",353,"20,544","1,596",,"1,636",915,"2,114",482,"1,432",891,"1,488","1,653","1,294","1,543","1,275","1,660",,939,"1,626","17,824","1,342","2,254","1,636","1,172",748,"2,871",993,"1,615","2,764","1,582","1,802",538,"1,140","1,289"
2021,11,10,"61,846","12,996","1,897","1,289",929,,281,302,"1,125","1,113",,"2,192",602,"25,913","1,837",,"1,837",615,"1,697",617,"2,202","1,123","1,286","2,477","1,577","2,820","2,391","1,702",,"1,401","2,331","22,937","1,820","2,918","2,722","1,810",797,"2,758","1,375","2,144","3,280","1,040","1,566",660,"1,623","1,690"
2021,11,20,"72,123","18,940","2,695","1,921","1,220",,404,545,"1,428","2,338",,"2,667","1,019","29,953","2,515",,"2,013","1,284","3,279","1,041","2,103","1,375","3,205","2,308","2,122","1,834","1,681","1,251",,"1,756","2,186","23,230","2,650","2,458","2,089","1,919","1,443","2,816","1,123","1,897","2,922",980,"2,765",958,"2,010","1,903"
2021,11,30,"69,804","17,836","2,108","1,639","1,319",,417,440,"1,396","1,771",,"2,258",789,"28,109","3,123",,"2,186","1,599","3,757","1,033","1,753","1,356","2,194","2,060","1,917","1,438",969,"1,625",,"1,285","1,814","23,859","3,400","2,740","1,763","1,575","1,652","3,516","1,083","1,895","2,598","1,983","2,914",802,"1,631","2,006"
2021,11,40,"97,317","22,851","3,068","2,430","1,797",,567,591,"1,707","2,018",,"3,380","1,006","40,320","3,271",,"2,887","1,388","3,627","1,186","3,114","1,920","2,361","3,634","2,542","3,570","2,750","2,718",,"1,967","3,385","34,146","2,841","4,290","3,563","2,523","1,457","4,742","1,839","3,026","4,908","2,366","2,924",997,"2,438","2,519"
2021,11,50,"86,927","22,760","3,208","2,624","1,943",,839,889,"1,855","2,143",,"3,265","1,300","35,157","3,172",,"2,576","1,320","3,338","1,217","2,759","1,755","1,576","3,121","2,505","2,648","2,469","1,615",,"2,255","2,831","29,010","2,737","3,137","3,077","2,390","1,418","3,706","1,592","2,585","4,209","1,536","2,034","1,124","2,080","2,079"
2021,11,60,"54,666","17,323","2,031","2,060","1,579",,932,"1,031","1,542","1,598",,"1,871","1,133","20,751","2,090",,"1,301",878,"1,891",682,"1,666","1,339",990,"2,032","1,789",977,"1,000","1,029",,"1,374","1,713","16,592","1,801","1,292","1,639","1,419",878,"2,354",852,"1,418","2,673","1,510","1,353",683,"1,155","1,111"
2021,11,70,"29,703","7,479",833,887,667,,477,444,579,652,,816,464,"11,769","1,013",,552,379,877,385,995,677,372,"1,376","1,242",596,569,802,,683,"1,251","10,455",995,686,"1,223",821,489,"1,233",608,"1,074","2,071",778,574,308,630,625
2021,11,80,"12,838","2,911",341,350,267,,187,234,229,262,,324,152,"5,315",489,,169,219,290,200,424,295,131,704,607,259,265,409,,264,590,"4,612",429,397,555,458,204,430,290,487,819,242,192,131,276,267
2021,11,90,"1,177",260,26,28,20,,18,20,24,20,,33,22,498,38,,14,64,28,7,48,13,9,44,64,30,25,38,,20,56,419,44,35,51,42,34,35,19,41,68,21,17,11,29,21
2021,11,100,22,6,0,0,1,,0,0,1,1,,0,1,12,1,,1,1,1,0,1,2,0,1,2,0,1,1,,0,0,4,0,0,0,0,0,1,1,1,0,1,1,0,0,1
2021,12,총,"534,459","133,503","17,300","14,224","10,468",,"4,305","4,555","10,363","12,718",,"18,337","6,870","217,999","19,122",,"15,116","8,645","20,866","6,821","16,450","10,718","13,548","19,418","15,647","15,694","13,387","12,868",,"11,937","17,762","182,957","18,038","20,175","18,310","14,105","9,107","24,478","9,775","16,158","26,316","12,065","16,097","6,201","13,007","13,488"
