지역,구분,2017-05-22 09:00:52,2017-05-29 09:00:52,2017-06-05 09:00:52,2017-06-12 09:00:52,2017-06-19 09:00:52,2017-06-26 09:00:52,2017-07-03 09:00:52,2017-07-10 09:00:52,2017-07-17 09:00:52,2017-07-24 09:00:52,2017-07-31 09:00:52,2017-08-07 09:00:52,2017-08-14 09:00:52,2017-08-21 09:00:52,2017-08-28 09:00:52,2017-09-04 09:00:52,2017-09-11 09:00:52,2017-09-18 09:00:52,2017-09-25 09:00:52,2017-10-09 09:00:52,2017-10-16 09:00:52,2017-10-23 09:00:52,2017-10-30 09:00:52,2017-11-06 09:00:52,2017-11-13 09:00:52,2017-11-20 09:00:52,2017-11-27 09:00:52,2017-12-04 09:00:52,2017-12-11 09:00:52,2017-12-18 09:00:52,2017-12-25 09:00:52,2018-01-01 09:00:52,2018-01-08 09:00:52,2018-01-15 09:00:52,2018-01-22 09:00:52,2018-01-29 09:00:52,2018-02-05 09:00:52,2018-02-19 09:00:52,2018-02-26 09:00:52,2018-03-05 09:00:52,2018-03-12 09:00:52,2018-03-19 09:00:52,2018-03-26 09:00:52,2018-04-02 09:00:52,2018-04-09 09:00:52,2018-04-16 09:00:52,2018-04-23 09:00:52,2018-04-30 09:00:52,2018-05-07 09:00:52,2018-05-14 09:00:52,2018-05-21 09:00:52,2018-05-28 09:00:52,2018-06-04 09:00:52,2018-06-11 09:00:52,2018-06-18 09:00:52,2018-06-25 09:00:52,2018-07-02 09:00:52,2018-07-09 09:00:52,2018-07-16 09:00:52,2018-07-23 09:00:52,2018-07-30 09:00:52,2018-08-06 09:00:52,2018-08-13 09:00:52,2018-08-20 09:00:52,2018-08-27 09:00:52,2018-09-03 09:00:52,2018-09-10 09:00:52,2018-09-17 09:00:52,2018-10-01 09:00:52,2018-10-08 09:00:52,2018-10-15 09:00:52,2018-10-22 09:00:52,2018-10-29 09:00:52,2018-11-05 09:00:52,2018-11-12 09:00:52,2018-11-19 09:00:52,2018-11-26 09:00:52,2018-12-03 09:00:52,2018-12-10 09:00:52,2018-12-17 09:00:52,2018-12-24 09:00:52,2018-12-31 09:00:52,2019-01-07 09:00:52,2019-01-14 09:00:52,2019-01-21 09:00:52,2019-01-28 09:00:52,2019-02-11 09:00:52,2019-02-18 09:00:52,2019-02-25 09:00:52,2019-03-04 09:00:52,2019-03-11 09:00:52,2019-03-18 09:00:52,2019-03-25 09:00:52,2019-04-01 09:00:52,2019-04-08 09:00:52,2019-04-15 09:00:52,2019-04-22 09:00:52,2019-04-29 09:00:52,2019-05-06 09:00:52,2019-05-13 09:00:52,2019-05-20 09:00:52,2019-05-27 09:00:52,2019-06-03 09:00:52,2019-06-10 09:00:52,2019-06-17 09:00:52,2019-06-24 09:00:52,2019-07-01 09:00:52,2019-07-08 09:00:52,2019-07-15 09:00:52,2019-07-22 09:00:52,2019-07-29 09:00:52,2019-08-05 09:00:52,2019-08-12 09:00:52,2019-08-19 09:00:52,2019-08-26 09:00:52,2019-09-02 09:00:52,2019-09-16 09:00:52,2019-09-23 09:00:52,2019-09-30 09:00:52,2019-10-07 09:00:52,2019-10-14 09:00:52,2019-10-21 09:00:52,2019-10-28 09:00:52,2019-11-04 09:00:52,2019-11-11 09:00:52,2019-11-18 09:00:52,2019-11-25 09:00:52,2019-12-02 09:00:52,2019-12-09 09:00:52,2019-12-16 09:00:52,2019-12-23 09:00:52,2019-12-30 09:00:52,2020-01-06 09:00:52,2020-01-13 09:00:52,2020-01-20 09:00:52,2020-02-03 09:00:52,2020-02-10 09:00:52,2020-02-17 09:00:52,2020-02-24 09:00:52,2020-03-02 09:00:52,2020-03-09 09:00:52,2020-03-16 09:00:52,2020-03-23 09:00:52,2020-03-30 09:00:52,2020-04-06 09:00:52,2020-04-13 09:00:52,2020-04-20 09:00:52,2020-05-04 09:00:52,2020-05-11 09:00:52,2020-05-18 09:00:52,2020-05-25 09:00:52,2020-06-01 09:00:52,2020-06-08 09:00:52,2020-06-15 09:00:52,2020-06-22 09:00:52,2020-06-29 09:00:52,2020-07-06 09:00:52,2020-07-13 09:00:52,2020-07-20 09:00:52,2020-07-27 09:00:52,2020-08-03 09:00:52,2020-08-10 09:00:52,2020-08-17 09:00:52,2020-08-24 09:00:52,2020-08-31 09:00:52,2020-09-07 09:00:52,2020-09-14 09:00:52,2020-09-21 09:00:52,2020-10-05 09:00:52,2020-10-12 09:00:52,2020-10-19 09:00:52,2020-10-26 09:00:52,2020-11-02 09:00:52,2020-11-09 09:00:52,2020-11-16 09:00:52,2020-11-23 09:00:52,2020-11-30 09:00:52,2020-12-07 09:00:52,2020-12-14 09:00:52,2020-12-21 09:00:52,2020-12-28 09:00:52,2021-01-04 09:00:52,2021-01-11 09:00:52,2021-01-18 09:00:52,2021-01-25 09:00:52,2021-02-01 09:00:52,2021-02-15 09:00:52,2021-02-22 09:00:52,2021-03-01 09:00:52,2021-03-08 09:00:52,2021-03-15 09:00:52,2021-03-22 09:00:52,2021-03-29 09:00:52,2021-04-05 09:00:52,2021-04-12 09:00:52,2021-04-19 09:00:52,2021-04-26 09:00:52,2021-05-03 09:00:52,2021-05-10 09:00:52,2021-05-17 09:00:52,2021-05-24 09:00:52,2021-05-31 09:00:52,2021-06-07 09:00:52,2021-06-14 09:00:52,2021-06-21 09:00:52,2021-06-28 09:00:52,2021-07-05 09:00:52,2021-07-12 09:00:52,2021-07-19 09:00:52,2021-07-26 09:00:52,2021-08-02 09:00:52,2021-08-09 09:00:52,2021-08-16 09:00:52,2021-08-23 09:00:52,2021-08-30 09:00:52,2021-09-06 09:00:52,2021-09-13 09:00:52,2021-09-27 09:00:52,2021-10-04 09:00:52,2021-10-11 09:00:52,2021-10-18 09:00:52,2021-10-25 09:00:52,2021-11-01 09:00:52,2021-11-08 09:00:52,2021-11-15 09:00:52,2021-11-22 09:00:52,2021-11-29 09:00:52,2021-12-06 09:00:52,2021-12-13 09:00:52,2021-12-20 09:00:52,2021-12-27 09:00:52,2022-01-03 09:00:52,2022-01-10 09:00:52,2022-01-17 09:00:52,2022-01-24 09:00:52,2022-02-07 09:00:52,2022-02-14 09:00:52,2022-02-21 09:00:52,2022-02-28 09:00:52,2022-03-07 09:00:52,2022-03-14 09:00:52,2022-03-21 09:00:52,2022-03-28 09:00:52,2022-04-04 09:00:52,2022-04-11 09:00:52,2022-04-18 09:00:52,2022-04-25 09:00:52,2022-05-02 09:00:52,2022-05-09 09:00:52,2022-05-16 09:00:52,Unnamed: 252
강북14개구,대형,68.718,68.793,68.959,69.165,69.189,69.254,69.308,69.34,69.477,69.561,69.625,69.66,69.702,69.791,69.815,69.879,69.89,69.89,69.988,70.054,70.11,70.247,70.27,70.332,70.385,70.418,70.491,70.525,70.711,70.808,70.85,70.889,71.105,71.214,71.434,71.567,71.748,72.098,72.249,72.336,72.348,72.438,72.588,72.588,72.623,72.71,72.765,72.781,72.822,72.857,72.915,72.928,72.921,73.038,73.058,73.067,73.09,73.227,73.244,73.251,73.37,73.537,73.641,74.122,74.845,75.435,75.995,76.364,76.52,76.711,76.91,76.993,77.053,77.075,77.15,77.192,77.238,77.238,77.356,77.356,77.391,77.391,77.38,77.399,77.399,77.394,77.393,77.331,77.331,77.331,77.331,77.334,77.334,77.334,77.334,77.319,77.302,77.286,77.277,77.276,77.279,77.284,77.26,77.254,77.254,77.251,77.298,77.319,77.319,77.341,77.366,77.394,77.441,77.471,77.531,77.616,77.674,77.779,77.781,77.829,77.971,78.038,78.14,78.19,78.347,78.43,78.472,78.544,78.74,78.883,79.056,79.178,79.178,79.23,79.239,79.33,79.476,79.636,79.643,79.709,79.772,79.815,79.818,79.831,79.78,79.78,79.789,79.789,79.789,79.809,79.811,79.921,79.995,80.035,80.07,80.353,80.488,80.756,80.999,81.334,81.484,81.553,81.839,82.183,82.437,82.592,82.767,82.941,83.022,83.201,83.611,83.821,84.085,84.192,84.286,84.408,84.516,84.699,85.174,85.344,85.609,85.9,86.082,86.307,86.416,86.973,87.148,87.498,87.881,88.407,89.07,89.82,90.466,90.874,91.017,91.066,91.158,91.28,91.701,91.959,92.121,92.318,93.148,93.582,93.739,93.874,94.143,94.416,94.574,95.215,95.692,95.886,96.269,96.509,96.803,97.258,97.573,97.991,98.058,98.136,98.267,98.576,98.753,98.951,99.168,99.379,99.552,99.628,99.685,99.764,99.815,99.838,100.0,100.053,100.053,100.029,100.163,100.223,100.253,100.267,100.278,100.278,100.278,100.297,100.417,100.449,100.613,,,101.087,
강북14개구,중대형,65.168,65.213,65.274,65.461,65.55,65.628,65.7,65.783,65.971,66.084,66.283,66.345,66.372,66.437,66.478,66.509,66.532,66.579,66.633,66.661,66.739,66.763,66.803,66.877,66.93,67.028,67.092,67.144,67.229,67.285,67.383,67.49,67.612,67.785,67.997,68.119,68.225,68.459,68.726,68.974,69.146,69.251,69.355,69.419,69.521,69.549,69.631,69.668,69.742,69.753,69.81,69.866,69.944,69.999,70.038,70.15,70.208,70.308,70.364,70.445,70.566,70.688,70.922,71.402,72.026,72.603,73.243,73.811,74.08,74.325,74.528,74.647,74.768,74.803,74.873,74.915,74.988,75.007,75.052,75.09,75.119,75.121,75.122,75.117,75.106,75.06,75.04,75.039,75.029,75.01,75.019,75.008,75.013,75.033,75.027,75.018,74.985,74.985,74.963,74.957,74.958,74.927,74.922,74.934,74.93,74.976,75.026,75.089,75.173,75.248,75.327,75.378,75.453,75.548,75.623,75.735,75.82,75.866,76.031,76.097,76.148,76.24,76.335,76.419,76.488,76.602,76.708,76.776,76.915,77.055,77.13,77.274,77.378,77.465,77.612,77.728,77.808,77.902,78.013,78.097,78.182,78.27,78.298,78.326,78.352,78.384,78.395,78.407,78.431,78.453,78.476,78.523,78.745,78.924,79.194,79.474,79.77,80.162,80.524,80.837,81.089,81.347,81.542,81.863,82.171,82.383,82.645,82.891,83.073,83.317,83.623,84.021,84.33,84.765,85.011,85.241,85.422,85.925,86.249,86.556,87.027,87.433,87.757,88.159,88.494,88.878,89.238,89.687,90.05,90.409,90.738,91.043,91.163,91.401,91.521,91.763,91.982,92.217,92.454,92.621,92.876,93.167,93.476,93.922,94.244,94.567,94.769,95.12,95.29,95.442,95.746,95.961,96.207,96.669,96.9,97.31,97.645,98.141,98.361,98.564,98.758,98.989,99.139,99.229,99.295,99.412,99.552,99.621,99.669,99.883,99.943,99.971,100.0,100.013,100.044,100.063,100.067,100.076,100.086,100.103,100.12,100.12,100.12,100.173,100.201,100.25,100.281,,,100.393,
강북14개구,중형,63.409,63.424,63.468,64.011,64.098,64.752,64.883,65.134,65.294,65.483,65.872,65.923,65.991,65.995,65.996,66.044,66.286,66.3,66.303,66.329,66.333,66.357,66.37,66.378,66.408,66.421,66.424,66.428,66.673,66.677,66.682,66.689,66.77,66.999,67.065,67.247,67.408,67.758,67.871,68.057,68.11,68.345,68.373,68.783,68.811,68.967,68.972,69.098,69.104,69.105,69.109,69.152,69.158,69.162,69.19,69.217,69.35,69.508,69.939,70.184,70.346,70.585,70.716,71.532,72.72,73.476,73.991,74.094,74.374,74.45,74.646,74.877,75.071,75.071,75.203,75.247,75.316,75.338,75.338,75.338,75.338,75.338,75.337,75.339,75.335,75.327,75.319,75.316,75.31,75.313,75.247,75.244,75.24,75.24,75.232,75.229,75.216,75.214,75.205,75.198,75.192,75.16,75.158,75.154,75.158,75.164,75.228,75.269,75.312,75.345,75.333,75.535,75.548,75.604,75.633,75.748,75.937,76.008,76.041,76.085,76.126,76.282,76.338,76.501,76.518,76.534,76.651,76.685,76.765,76.825,77.134,77.208,77.299,77.408,77.447,77.511,77.588,77.769,77.827,77.925,78.074,78.121,78.138,78.186,78.294,78.324,78.37,78.371,78.377,78.396,78.41,78.434,78.7,78.755,78.944,79.669,80.044,80.592,80.809,81.128,81.476,81.709,81.956,82.207,82.44,82.643,82.776,82.943,83.22,83.374,83.51,83.767,83.901,83.976,84.162,84.409,84.71,85.335,85.475,86.442,86.595,87.286,87.715,88.043,88.874,88.979,89.081,89.363,89.781,90.684,91.151,91.435,91.515,91.943,92.35,92.543,92.733,93.04,93.127,93.161,93.466,93.513,93.775,94.495,94.878,95.551,95.622,95.65,95.895,95.934,95.987,96.274,96.911,97.441,97.654,97.974,98.529,98.785,98.931,99.015,99.126,99.189,99.059,99.276,99.721,99.773,99.803,99.814,99.843,99.877,99.886,99.989,100.0,100.087,100.089,100.092,100.097,100.1,100.101,100.102,100.102,100.102,100.102,100.11,100.114,100.118,100.121,,,100.305,
강북14개구,중소형,61.226,61.278,61.39,61.605,61.764,61.885,62.002,62.144,62.294,62.45,62.64,62.7,62.749,62.784,62.852,62.882,62.937,63.009,63.08,63.137,63.222,63.325,63.449,63.577,63.65,63.706,63.768,63.86,63.965,64.025,64.097,64.163,64.311,64.417,64.586,64.728,64.899,65.141,65.362,65.552,65.712,65.821,65.925,66.001,66.104,66.188,66.276,66.338,66.407,66.472,66.535,66.611,66.689,66.726,66.778,66.83,66.922,67.008,67.091,67.21,67.367,67.512,67.751,68.164,68.844,69.41,70.267,70.773,71.132,71.431,71.684,71.778,71.883,71.99,72.044,72.123,72.146,72.195,72.202,72.211,72.227,72.226,72.233,72.236,72.235,72.231,72.228,72.221,72.201,72.188,72.187,72.178,72.179,72.18,72.167,72.171,72.165,72.167,72.166,72.157,72.139,72.133,72.135,72.098,72.105,72.139,72.18,72.246,72.325,72.374,72.442,72.527,72.601,72.68,72.76,72.831,72.882,72.939,72.992,73.051,73.112,73.206,73.265,73.322,73.396,73.463,73.568,73.647,73.763,73.86,74.012,74.114,74.198,74.299,74.404,74.53,74.586,74.678,74.8,74.918,75.019,75.155,75.214,75.264,75.321,75.359,75.381,75.397,75.426,75.467,75.528,75.633,75.747,75.92,76.42,76.921,77.319,77.916,78.453,79.004,79.398,79.902,80.428,80.861,81.273,81.674,82.032,82.267,82.507,82.761,82.981,83.452,83.746,84.046,84.3,84.583,84.835,85.162,85.528,85.794,86.267,86.804,87.154,87.514,87.869,88.24,88.797,89.14,89.444,89.806,90.086,90.273,90.424,90.7,91.008,91.336,91.66,91.874,92.094,92.417,92.667,92.952,93.269,93.637,93.93,94.297,94.512,94.81,95.157,95.35,95.555,95.967,96.337,96.819,97.195,97.653,97.967,98.26,98.475,98.731,98.892,99.083,99.215,99.39,99.541,99.676,99.818,99.843,99.859,99.908,99.96,99.988,100.0,100.002,100.007,100.013,100.025,100.039,100.04,100.049,100.053,100.053,100.053,100.083,100.116,100.162,100.186,,,100.245,
강북14개구,소형,57.292,57.351,57.529,57.8,57.961,58.151,58.262,58.43,58.575,58.777,59.057,59.094,59.108,59.141,59.117,59.12,59.118,59.157,59.229,59.291,59.352,59.407,59.462,59.558,59.64,59.719,59.793,59.87,59.901,59.953,60.018,60.091,60.185,60.275,60.453,60.563,60.675,60.939,61.063,61.183,61.294,61.451,61.557,61.633,61.68,61.764,61.833,61.886,61.962,62.033,62.081,62.147,62.197,62.269,62.324,62.381,62.468,62.557,62.652,62.774,62.905,63.095,63.371,63.828,64.466,65.01,65.944,66.592,66.963,67.208,67.44,67.592,67.657,67.722,67.79,67.805,67.827,67.836,67.832,67.838,67.845,67.844,67.845,67.846,67.85,67.825,67.821,67.813,67.824,67.822,67.781,67.78,67.753,67.721,67.707,67.708,67.702,67.697,67.696,67.688,67.655,67.609,67.595,67.585,67.585,67.632,67.727,67.797,67.833,67.892,67.95,68.013,68.048,68.125,68.219,68.261,68.286,68.319,68.359,68.404,68.422,68.478,68.532,68.556,68.593,68.645,68.706,68.761,68.828,68.903,68.957,68.996,69.047,69.134,69.228,69.421,69.525,69.645,69.72,69.806,69.904,69.987,70.074,70.139,70.189,70.212,70.246,70.256,70.246,70.318,70.412,70.525,70.684,70.796,71.286,71.692,72.2,72.877,73.565,74.136,74.617,75.34,75.85,76.289,76.721,77.069,77.613,77.896,78.098,78.518,78.721,78.974,79.322,79.617,79.876,80.161,80.338,80.653,81.068,81.511,81.846,82.217,82.728,83.199,83.634,84.16,84.58,85.137,85.493,85.99,86.362,86.568,86.82,87.263,87.645,87.968,88.317,88.526,88.938,89.219,89.761,90.302,90.806,91.006,91.482,91.926,92.354,92.67,93.285,93.659,93.88,94.522,95.008,95.561,96.06,96.756,97.385,97.841,98.164,98.567,98.692,98.994,99.293,99.531,99.609,99.753,99.804,99.858,99.913,99.94,99.986,100.001,100.0,100.046,100.092,100.093,100.06,100.05,100.075,100.093,100.074,100.074,100.074,100.098,100.102,100.111,100.124,,,100.072,
강남11개구,대형,68.43,68.507,68.61,68.655,68.769,68.851,68.933,69.028,69.168,69.247,69.457,69.472,69.486,69.494,69.513,69.537,69.538,69.546,69.581,69.616,69.683,69.734,69.763,69.86,69.954,70.056,70.181,70.287,70.395,70.507,70.608,70.811,71.027,71.273,71.586,71.754,72.037,72.446,72.534,72.745,73.023,73.214,73.342,73.385,73.416,73.56,73.623,73.658,73.678,73.77,73.793,73.819,73.872,73.864,73.876,73.908,73.96,74.048,74.103,74.216,74.379,74.496,74.829,75.365,75.801,76.549,77.056,77.365,77.582,77.975,77.987,78.035,78.054,78.084,78.1,78.11,78.109,78.118,78.098,78.093,78.081,78.081,78.081,78.081,78.094,78.078,78.007,78.002,77.914,77.91,77.889,77.851,77.79,77.814,77.791,77.719,77.639,77.622,77.615,77.619,77.595,77.594,77.592,77.589,77.63,77.646,77.763,77.895,77.98,78.04,78.135,78.215,78.271,78.325,78.38,78.547,78.629,78.829,78.907,78.996,79.092,79.224,79.354,79.536,79.599,79.875,80.071,80.366,80.608,80.704,80.86,80.987,81.032,81.137,81.214,81.314,81.296,81.315,81.324,81.336,81.39,81.404,81.412,81.369,81.345,81.339,81.319,81.285,81.301,81.268,81.302,81.327,81.365,81.427,81.624,81.858,82.256,82.595,82.826,83.066,83.456,83.591,83.759,83.936,84.143,84.297,84.613,84.799,84.97,85.081,85.195,85.292,85.399,85.585,85.821,85.933,86.131,86.531,86.644,87.009,87.179,87.427,87.588,87.889,88.001,88.271,88.546,88.753,88.914,88.988,89.051,89.151,89.272,89.406,89.56,89.812,90.127,90.341,90.625,90.706,91.1,91.59,91.899,92.03,92.209,92.629,92.839,93.189,93.527,93.822,94.098,94.325,94.488,94.889,95.214,95.624,95.952,96.241,96.649,96.887,97.317,97.565,97.824,98.059,98.304,98.539,98.994,99.35,99.541,99.702,99.839,99.947,100.0,100.077,100.143,100.231,100.275,100.275,100.316,100.377,100.443,100.443,100.443,100.726,100.781,100.957,101.108,,,101.51,
강남11개구,중대형,61.658,61.771,62.015,62.184,62.344,62.44,62.511,62.643,62.753,62.981,63.345,63.362,63.377,63.384,63.397,63.408,63.43,63.451,63.547,63.644,63.74,63.861,63.935,64.022,64.166,64.323,64.474,64.626,64.765,64.895,65.054,65.218,65.434,65.677,66.006,66.277,66.603,66.971,67.121,67.395,67.528,67.655,67.839,67.934,67.978,68.047,68.098,68.216,68.249,68.295,68.329,68.402,68.484,68.525,68.606,68.664,68.708,68.784,68.84,68.973,69.281,69.491,69.849,70.344,70.956,71.773,72.627,73.089,73.411,73.649,73.861,73.889,73.943,73.971,74.006,74.061,74.075,74.089,74.073,74.085,74.116,74.118,74.123,74.126,74.101,74.094,74.047,74.001,73.958,73.945,73.902,73.864,73.819,73.811,73.754,73.706,73.697,73.7,73.705,73.681,73.673,73.663,73.638,73.621,73.602,73.66,73.754,73.857,73.953,74.052,74.165,74.29,74.37,74.453,74.585,74.696,74.782,74.958,75.089,75.22,75.376,75.516,75.675,75.822,75.922,76.128,76.309,76.644,76.86,77.075,77.217,77.311,77.435,77.562,77.621,77.864,77.991,78.095,78.212,78.333,78.433,78.458,78.491,78.488,78.488,78.483,78.441,78.431,78.422,78.452,78.453,78.466,78.546,78.692,78.928,79.265,79.855,80.323,80.71,81.052,81.325,81.599,81.947,82.269,82.487,82.701,82.959,83.118,83.27,83.459,83.682,83.857,84.14,84.41,84.6,84.879,85.057,85.385,85.727,86.012,86.407,86.737,87.024,87.358,87.775,88.22,88.612,88.89,89.228,89.374,89.543,89.703,89.87,90.033,90.172,90.414,90.663,90.928,91.186,91.455,91.713,92.004,92.377,92.72,93.065,93.43,93.785,93.993,94.421,94.648,94.792,95.113,95.356,95.68,95.913,96.084,96.487,96.898,97.206,97.588,97.949,98.419,98.707,98.928,99.153,99.291,99.492,99.634,99.738,99.823,99.87,99.964,100.0,100.072,100.119,100.174,100.167,100.195,100.209,100.23,100.253,100.253,100.253,100.458,100.528,100.563,100.606,,,100.823,
강남11개구,중형,64.218,64.391,64.859,65.034,65.143,65.309,65.397,65.356,65.464,65.802,66.524,66.581,66.611,66.602,66.665,66.688,66.688,66.698,66.714,66.769,66.841,66.909,67.088,67.272,67.468,67.823,67.986,68.171,68.34,68.432,68.534,68.872,69.273,69.491,69.796,70.038,70.225,70.603,70.877,71.039,71.206,71.254,71.425,71.44,71.446,71.508,71.509,71.567,71.607,71.672,71.762,71.83,71.908,71.936,71.938,71.992,72.029,72.094,72.18,72.302,72.441,72.769,72.787,73.548,74.147,74.72,75.401,75.724,76.002,76.142,76.28,76.324,76.35,76.263,76.284,76.284,76.292,76.244,76.261,76.297,76.317,76.301,76.271,76.206,76.216,76.146,76.063,75.915,75.833,75.795,75.768,75.747,75.492,75.301,75.298,75.314,75.306,75.222,75.203,75.207,75.208,75.213,75.18,75.205,75.289,75.358,75.468,75.527,75.592,75.727,75.907,75.97,76.14,76.147,76.258,76.323,76.388,76.487,76.665,76.795,77.03,77.158,77.208,77.256,77.402,77.537,77.691,77.878,77.986,78.117,78.244,78.577,78.779,78.899,78.939,79.039,79.203,79.436,79.494,79.637,79.736,79.891,79.979,79.981,79.977,79.974,80.017,79.979,79.948,79.87,79.864,79.882,80.028,80.162,80.308,80.494,81.103,81.835,82.14,82.309,82.498,83.074,83.335,83.814,84.015,84.248,84.556,84.713,85.027,85.086,85.441,85.506,85.79,85.919,86.022,86.361,86.807,86.918,87.167,87.325,87.498,87.816,88.147,88.863,89.188,89.609,90.019,90.275,90.678,90.971,91.033,91.244,91.304,91.557,91.667,91.556,91.766,91.952,92.055,92.177,92.486,92.764,93.391,93.879,94.076,94.3,94.422,94.595,95.308,95.459,95.553,95.821,96.018,96.712,96.877,97.159,97.351,97.943,98.195,98.555,98.681,98.731,99.122,99.297,99.423,99.587,99.679,99.772,99.831,99.874,99.874,99.952,100.0,100.006,100.086,100.111,100.112,100.112,100.158,100.164,100.201,100.201,100.201,100.205,100.207,100.243,100.352,,,100.573,
강남11개구,중소형,61.195,61.315,61.531,61.699,61.828,61.989,62.093,62.272,62.435,62.657,62.874,62.935,62.968,62.981,62.986,62.998,63.022,63.081,63.148,63.243,63.363,63.491,63.623,63.725,63.866,63.979,64.119,64.285,64.418,64.613,64.804,64.937,65.143,65.425,65.723,65.961,66.285,66.569,66.831,67.035,67.205,67.372,67.519,67.688,67.8,67.871,67.949,68.043,68.117,68.17,68.235,68.346,68.431,68.493,68.555,68.617,68.671,68.734,68.84,69.012,69.171,69.378,69.754,70.313,70.967,71.737,72.611,73.063,73.442,73.711,73.883,73.974,74.04,74.112,74.159,74.182,74.195,74.206,74.211,74.2,74.144,74.161,74.14,74.126,74.11,74.069,74.018,73.956,73.882,73.831,73.789,73.772,73.727,73.69,73.67,73.666,73.636,73.616,73.605,73.598,73.571,73.544,73.544,73.538,73.553,73.603,73.649,73.754,73.839,73.914,73.976,74.041,74.122,74.203,74.264,74.37,74.45,74.587,74.752,74.888,75.045,75.188,75.334,75.456,75.598,75.807,75.946,76.198,76.492,76.73,76.926,77.104,77.245,77.402,77.515,77.749,77.887,78.033,78.179,78.296,78.421,78.538,78.569,78.603,78.61,78.617,78.606,78.597,78.563,78.581,78.597,78.659,78.765,78.955,79.313,79.663,80.102,80.503,80.942,81.354,81.618,82.047,82.35,82.655,82.952,83.198,83.456,83.754,83.948,84.153,84.317,84.494,84.726,84.905,85.188,85.487,85.703,85.982,86.247,86.578,87.001,87.274,87.653,87.966,88.298,88.63,88.946,89.275,89.577,89.793,90.012,90.255,90.42,90.643,90.757,90.878,91.114,91.303,91.535,91.72,92.02,92.408,92.74,93.056,93.382,93.684,93.897,94.098,94.379,94.64,94.888,95.207,95.495,95.864,96.268,96.624,96.893,97.432,97.808,98.184,98.465,98.704,98.927,99.137,99.296,99.431,99.56,99.667,99.736,99.814,99.891,99.946,100.0,100.028,100.052,100.085,100.095,100.119,100.129,100.152,100.156,100.156,100.156,100.198,100.232,100.274,100.317,,,100.508,
강남11개구,소형,62.05,62.141,62.425,62.634,62.806,62.938,63.038,63.205,63.443,63.62,63.782,63.832,63.857,63.891,63.911,63.926,63.972,64.045,64.14,64.196,64.329,64.443,64.527,64.648,64.743,64.848,64.966,65.081,65.216,65.355,65.495,65.657,65.94,66.213,66.468,66.718,66.931,67.211,67.4,67.611,67.758,67.974,68.121,68.261,68.318,68.43,68.53,68.599,68.645,68.726,68.823,68.895,68.955,69.027,69.094,69.126,69.194,69.323,69.406,69.575,69.737,69.967,70.354,70.87,71.442,72.14,73.044,73.536,73.996,74.309,74.45,74.533,74.597,74.676,74.713,74.744,74.755,74.756,74.748,74.738,74.692,74.684,74.641,74.553,74.46,74.419,74.33,74.274,74.193,74.157,74.045,74.012,73.963,73.873,73.84,73.843,73.828,73.816,73.815,73.795,73.737,73.74,73.739,73.731,73.732,73.794,73.828,73.904,73.999,74.134,74.23,74.289,74.327,74.394,74.49,74.616,74.717,74.902,75.023,75.124,75.267,75.32,75.489,75.627,75.806,76.077,76.306,76.664,76.891,77.058,77.225,77.385,77.535,77.659,77.833,77.959,78.096,78.266,78.464,78.557,78.644,78.713,78.671,78.685,78.7,78.696,78.655,78.61,78.588,78.55,78.549,78.627,78.711,78.921,79.355,79.768,80.286,80.887,81.309,81.683,81.885,82.333,82.655,83.041,83.314,83.721,83.919,84.125,84.482,84.735,84.97,85.232,85.48,85.605,85.77,86.097,86.49,86.665,86.845,87.205,87.442,87.632,87.847,87.959,88.152,88.252,88.621,88.845,89.004,89.284,89.443,89.606,89.794,90.055,90.163,90.248,90.478,90.63,90.886,90.997,91.326,91.544,91.785,92.026,92.289,92.842,93.033,93.318,93.556,93.912,94.017,94.428,94.885,95.423,96.09,96.661,97.076,97.43,97.655,97.904,98.214,98.318,98.698,98.892,99.089,99.258,99.334,99.422,99.53,99.632,99.843,99.961,100.0,100.028,100.039,100.031,100.083,100.13,100.156,100.18,100.256,100.256,100.256,100.356,100.383,100.377,100.371,,,100.411,
