지역명,2017-04-01 09:00:52,2017-05-01 09:00:52,2017-06-01 09:00:52,2017-07-01 09:00:52,2017-08-01 09:00:52,2017-09-01 09:00:52,2017-10-01 09:00:52,2017-11-01 09:00:52,2017-12-01 09:00:52,2018-01-01 09:00:52,2018-02-01 09:00:52,2018-03-01 09:00:52,2018-04-01 09:00:52,2018-05-01 09:00:52,2018-06-01 09:00:52,2018-07-01 09:00:52,2018-08-01 09:00:52,2018-09-01 09:00:52,2018-10-01 09:00:52,2018-11-01 09:00:52,2018-12-01 09:00:52,2019-01-01 09:00:52,2019-02-01 09:00:52,2019-03-01 09:00:52,2019-04-01 09:00:52,2019-05-01 09:00:52,2019-06-01 09:00:52,2019-07-01 09:00:52,2019-08-01 09:00:52,2019-09-01 09:00:52,2019-10-01 09:00:52,2019-11-01 09:00:52,2019-12-01 09:00:52,2020-01-01 09:00:52,2020-02-01 09:00:52,2020-03-01 09:00:52,2020-04-01 09:00:52,2020-05-01 09:00:52,2020-06-01 09:00:52,2020-07-01 09:00:52,2020-08-01 09:00:52,2020-09-01 09:00:52,2020-10-01 09:00:52,2020-11-01 09:00:52,2020-12-01 09:00:52,2021-01-01 09:00:52,2021-02-01 09:00:52,2021-03-01 09:00:52,2021-04-01 09:00:52,2021-05-01 09:00:52,2021-06-01 09:00:52,2021-07-01 09:00:52,2021-08-01 09:00:52,2021-09-01 09:00:52,2021-10-01 09:00:52,2021-11-01 09:00:52,2021-12-01 09:00:52,2022-01-01 09:00:52,2022-02-01 09:00:52,2022-03-01 09:00:52,2022-04-01 09:00:52
봉화군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100.0,100.329,100.329
울진군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100.0,100.329,100.329
경남,96.972,96.793,96.602,96.286,95.902,95.41,95.18,94.741,94.473,94.18,93.981,93.725,92.911,92.406,91.914,91.065,90.656,90.224,89.665,89.271,88.98,88.844,88.571,88.038,87.575,87.28,86.901,86.348,86.104,85.702,85.377,85.235,85.274,85.266,85.218,85.186,85.144,85.099,85.133,85.443,85.599,85.819,86.084,86.965,88.376,89.498,90.181,90.829,91.363,91.953,92.727,93.369,94.535,95.796,96.734,98.494,99.305,100,100.48,100.95,101.428
창원시,96.96,96.729,96.307,95.709,95.346,94.638,94.19,93.399,93.012,92.63,92.425,92.022,90.685,89.941,89.229,88.147,87.458,87.073,86.779,86.487,86.387,86.332,86.167,85.887,85.738,85.484,85.006,84.386,84.142,83.638,83.31,83.07,83.187,83.251,83.255,83.254,83.257,83.257,83.336,84.003,84.394,84.784,85.288,86.734,88.264,89.341,89.84,90.147,90.299,90.515,91.066,91.631,92.499,93.431,94.723,97.325,98.748,100,100.527,101.153,101.856
의창구,97.341,97.138,96.784,96.29,95.936,95.515,94.932,93.916,93.334,93.052,92.822,92.361,91.14,90.807,90.484,89.201,88.373,87.492,87.282,87.115,86.907,86.706,86.19,85.86,85.594,85.36,84.884,84.057,83.903,83.401,82.943,82.641,82.86,82.997,82.997,83.019,83.019,83.019,83.381,85.342,86.491,87.064,87.932,90.591,92.661,93.577,93.838,93.651,93.744,93.975,94.229,94.582,94.761,95.154,95.863,97.558,98.243,100,100.478,100.709,100.809
성산구,94.041,93.715,92.754,91.662,91.116,90.371,89.683,88.507,87.88,87.421,87.162,86.692,85.102,83.827,83.034,81.746,81.065,80.988,80.621,80.299,80.249,80.223,80.203,80.012,79.94,79.604,78.989,78.693,78.496,78.09,77.88,77.695,78.067,78.21,78.222,78.222,78.222,78.222,78.285,79.272,79.972,80.645,81.526,84.186,86.728,88.332,88.481,88.474,88.533,88.594,89.197,89.982,91.373,92.425,94.112,97.417,99.117,100,100.299,100.753,101.158
마산합포구,99.444,99.379,99.308,98.882,98.745,97.346,96.724,96.331,96.205,95.803,95.477,95.124,93.997,93.558,92.674,91.326,90.348,89.947,89.546,89.218,89.11,89.11,89.021,88.934,88.659,88.616,88.25,87.605,87.346,86.831,86.417,86.188,86.071,86.071,86.071,86.065,86.065,86.065,86.065,85.985,85.746,85.901,86.198,86.063,86.114,86.173,86.387,86.576,86.959,87.321,87.93,88.365,88.969,90.295,91.918,95.758,97.51,100,100.861,102.477,104.048
마산회원구,100.174,100.158,100.158,99.877,99.697,99.475,99.444,99.036,99,98.718,98.555,98.258,97.045,96.749,96.335,95.526,95.249,94.655,94.525,94.175,94.12,94.12,93.813,93.202,93.053,92.845,92.549,91.165,90.546,90.071,89.711,89.396,89.349,89.301,89.301,89.282,89.282,89.282,89.282,89.401,89.401,89.402,89.402,89.205,88.907,89.528,89.907,90.635,90.667,91.185,91.553,92.431,93.046,94.147,95.429,96.98,98.885,100,100.891,101.785,102.574
진해구,97.512,97.054,96.943,96.797,96.416,95.525,95.415,94.919,94.63,94.21,94.21,93.853,92.605,91.787,90.634,90.136,89.36,89.096,88.772,88.505,88.366,88.286,88.225,87.975,87.889,87.551,87.073,86.777,86.742,86.019,85.67,85.442,85.309,85.309,85.309,85.309,85.323,85.323,85.323,85.327,85.316,85.552,85.626,86.477,88.556,90.041,91.854,92.948,93.269,93.359,94.214,94.318,95.232,95.909,96.647,98.63,99.399,100,100.381,100.598,101.638
진주시,96.299,96.448,96.598,96.998,97.103,97.17,97.416,97.68,97.694,97.768,97.764,97.752,97.657,97.623,97.507,97.21,97.039,96.692,96.252,95.722,95.156,94.912,94.078,93.266,92.78,92.082,91.758,91.07,90.833,90.364,89.997,89.869,89.819,89.774,89.562,89.315,89.243,89.198,89.147,88.786,88.748,88.785,89.053,89.126,90.076,90.741,91.219,91.913,92.493,93.902,94.271,95.102,95.474,96.666,97.063,98.537,99.179,100,100.826,101.763,102.402
통영시,105.05,104.574,104.574,104.574,104.052,103.17,103.102,102.689,102.368,102.16,101.803,101.589,100.789,100.67,100.417,99.913,99.671,99.169,97.817,96.9,96.503,96.328,96.17,96.025,95.787,95.787,95.787,95.742,95.585,95.5,95.5,95.352,95.312,95.217,95.188,95.188,94.799,94.78,94.738,94.738,94.738,94.749,94.749,95.308,95.531,95.761,95.828,96.116,96.217,96.699,97.239,97.524,98.081,98.71,98.834,99.139,99.685,100,100.065,100.46,100.855
사천시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100.324,100.805,101.411
김해시,97.523,97.391,97.324,96.992,96.251,95.642,95.384,94.993,94.649,94.364,93.872,93.539,92.884,92.334,91.915,90.983,90.693,90.122,89.289,88.586,88.102,87.715,87.345,86.064,85.104,84.753,84.161,83.491,83.115,82.743,82.26,82.203,82.409,82.439,82.513,82.619,82.74,82.843,82.901,82.973,83.136,83.43,83.557,84.35,85.626,86.915,87.942,89.495,90.554,91.14,92.426,93.11,95.105,96.912,98.169,99.315,99.798,100,100.234,100.189,100.159
밀양시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,99.967,100.89,101.16
거제시,110.575,109.823,109.483,108.866,107.948,107.281,106.954,106.423,106.207,105.285,105.285,104.921,103.596,102.42,101.359,99.387,98.885,97.624,95.731,95.4,95.031,95.031,94.744,94.595,94.218,94.218,94.143,94.024,94.008,93.928,93.923,93.843,93.73,93.409,93.318,93.298,92.868,92.423,92.494,93.189,92.943,92.657,92.623,92.657,93.029,93.633,94.119,94.13,94.384,94.315,95.115,95.712,96.674,98.275,98.68,99.622,99.964,100,100.226,100.743,101.102
양산시,89.244,89.205,89.129,88.973,88.92,88.804,88.741,88.512,88.381,88.267,88.26,88.283,88.1,88.047,87.869,87.666,87.537,87.524,87.46,87.442,87.256,87.256,87.204,86.952,86.344,86.07,85.907,85.406,85.189,84.789,84.464,84.393,84.202,84.185,83.992,83.843,83.782,83.649,83.608,83.727,83.715,83.882,83.998,84.753,87.132,88.88,89.895,90.533,91.452,92.701,93.618,94.356,95.872,97.179,97.728,99.303,99.581,100,100.682,101.153,101.743
의령군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100.0,100.692,100.692
함안군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,101.98,100.774,100.97
창녕군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100.0,100.692,100.692
고성군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100.466,101.969,102.51
남해군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100.0,100.692,100.692
하동군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100.0,100.692,100.692
산청군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100.708,100.692,100.692
함양군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,102.609,101.463,102.466
거창군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100.0,101.54,101.54
합천군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100.0,100.692,104.559
제주,83.379,83.329,83.28,83.226,83.202,83.012,82.905,82.781,82.756,82.629,82.629,82.584,82.422,82.422,82.414,82.211,82.191,82.191,82.214,82.269,82.218,82.186,82.171,82.112,82.074,81.874,81.845,81.602,81.559,81.346,80.941,80.655,80.477,80.3,80.159,79.929,79.705,79.586,79.423,79.329,79.211,79.203,79.178,79.109,79.996,80.447,80.785,81.074,81.68,82.612,85.062,86.948,89.907,91.889,93.892,97.957,99.425,100,100.819,101.41,102.156
